materials backflow_percent inlet_D angle inlet_V Density Viscosity
948 63.912578 3.0 0.5585 168.0 0.00106 0.004
949 62.767444 3.0 0.5585 134.8 0.00106 0.004
950 60.903011 3.0 0.5585 101.6 0.00106 0.004
951 56.018197 3.0 0.5585 68.4 0.00106 0.004
952 71.410314 3.0 0.6283 500.0 0.00106 0.004
953 71.326875 3.0 0.6283 466.8 0.00106 0.004
954 71.206268 3.0 0.6283 433.6 0.00106 0.004
955 71.080268 3.0 0.6283 400.4 0.00106 0.004
956 70.879774 3.0 0.6283 367.2000000000001 0.00106 0.004
957 70.618458 3.0 0.6283 334.0 0.00106 0.004
958 70.328455 3.0 0.6283 300.8 0.00106 0.004
959 69.907864 3.0 0.6283 267.6 0.00106 0.004
960 69.384359 3.0 0.6283 234.4 0.00106 0.004
961 68.718366 3.0 0.6283 201.2 0.00106 0.004
962 67.885803 3.0 0.6283 168.0 0.00106 0.004
963 66.740588 3.0 0.6283 134.8 0.00106 0.004
964 64.877928 3.0 0.6283 101.6 0.00106 0.004
965 61.443687 3.0 0.6283 68.4 0.00106 0.004
966 75.562177 3.0 0.6981 500.0 0.00106 0.004
967 75.553096 3.0 0.6981 466.8 0.00106 0.004
968 75.479794 3.0 0.6981 433.6 0.00106 0.004
969 75.348217 3.0 0.6981 400.4 0.00106 0.004
970 75.199657 3.0 0.6981 367.2000000000001 0.00106 0.004
971 74.990119 3.0 0.6981 334.0 0.00106 0.004
972 74.660838 3.0 0.6981 300.8 0.00106 0.004
973 74.258336 3.0 0.6981 267.6 0.00106 0.004
974 73.749352 3.0 0.6981 234.4 0.00106 0.004
975 73.094214 3.0 0.6981 201.2 0.00106 0.004
976 72.382636 3.0 0.6981 168.0 0.00106 0.004
977 71.281365 3.0 0.6981 134.8 0.00106 0.004
978 69.617988 3.0 0.6981 101.6 0.00106 0.004
979 66.483456 3.0 0.6981 68.4 0.00106 0.004
980 78.491558 3.0 0.7679 500.0 0.00106 0.004
981 78.588387 3.0 0.7679 466.8 0.00106 0.004
982 78.600547 3.0 0.7679 433.6 0.00106 0.004
983 78.537334 3.0 0.7679 400.4 0.00106 0.004
984 78.422675 3.0 0.7679 367.2000000000001 0.00106 0.004
985 78.282662 3.0 0.7679 334.0 0.00106 0.004
986 78.01133 3.0 0.7679 300.8 0.00106 0.004
987 77.609493 3.0 0.7679 267.6 0.00106 0.004
988 77.168715 3.0 0.7679 234.4 0.00106 0.004
989 76.619537 3.0 0.7679 201.2 0.00106 0.004
990 75.913213 3.0 0.7679 168.0 0.00106 0.004
991 71.281365 3.0 0.7679 134.8 0.00106 0.004
992 73.510371 3.0 0.7679 101.6 0.00106 0.004
993 70.546506 3.0 0.7679 68.4 0.00106 0.004
994 81.017643 3.0 0.8378 500.0 0.00106 0.004
995 81.132301 3.0 0.8378 466.8 0.00106 0.004
996 81.278924 3.0 0.8378 433.6 0.00106 0.004
997 81.325903 3.0 0.8378 400.4 0.00106 0.004
998 81.30075 3.0 0.8378 367.2000000000001 0.00106 0.004
999 81.190895 3.0 0.8378 334.0 0.00106 0.004
1000 81.017594 3.0 0.8378 300.8 0.00106 0.004
1001 80.718961 3.0 0.8378 267.6 0.00106 0.004
1002 80.395668 3.0 0.8378 234.4 0.00106 0.004
1003 79.902817 3.0 0.8378 201.2 0.00106 0.004
1004 79.220924 3.0 0.8378 168.0 0.00106 0.004
1005 78.32851 3.0 0.8378 134.8 0.00106 0.004
1006 76.923739 3.0 0.8378 101.6 0.00106 0.004
1007 74.531494 3.0 0.8378 68.4 0.00106 0.004
1008 44.600639 3.4 0.2793 500.0 0.00106 0.004
1009 44.32687 3.4 0.2793 466.8 0.00106 0.004
1010 44.079888 3.4 0.2793 433.6 0.00106 0.004
1011 43.75283 3.4 0.2793 400.4 0.00106 0.004
1012 43.411375 3.4 0.2793 367.2000000000001 0.00106 0.004
1013 43.083988 3.4 0.2793 334.0 0.00106 0.004
1014 42.798313 3.4 0.2793 300.8 0.00106 0.004
1015 42.315311 3.4 0.2793 267.6 0.00106 0.004
1016 41.558093 3.4 0.2793 234.4 0.00106 0.004
1017 39.634504 3.4 0.2793 201.2 0.00106 0.004
1018 37.056702 3.4 0.2793 168.0 0.00106 0.004
1019 33.636391 3.4 0.2793 134.8 0.00106 0.004
1020 26.817541 3.4 0.2793 101.6 0.00106 0.004
1021 10.642334 3.4 0.2793 68.4 0.00106 0.004
1022 52.670316 3.4 0.3491 500.0 0.00106 0.004
1023 52.459277 3.4 0.3491 466.8 0.00106 0.004
1024 52.344809 3.4 0.3491 433.6 0.00106 0.004
1025 52.179211 3.4 0.3491 400.4 0.00106 0.004
1026 52.008486 3.4 0.3491 367.2000000000001 0.00106 0.004
1027 51.650676 3.4 0.3491 334.0 0.00106 0.004
1028 51.283128 3.4 0.3491 300.8 0.00106 0.004
1029 50.676359 3.4 0.3491 267.6 0.00106 0.004
1030 49.768702 3.4 0.3491 234.4 0.00106 0.004
1031 48.23581 3.4 0.3491 201.2 0.00106 0.004
1032 46.402773 3.4 0.3491 168.0 0.00106 0.004
1033 44.361817 3.4 0.3491 134.8 0.00106 0.004
1034 41.292271 3.4 0.3491 101.6 0.00106 0.004
1035 28.480585 3.4 0.3491 68.4 0.00106 0.004
1036 59.341623 3.4 0.4189 500.0 0.00106 0.004
1037 59.205752 3.4 0.4189 466.8 0.00106 0.004
1038 58.977117 3.4 0.4189 433.6 0.00106 0.004
1039 58.776134 3.4 0.4189 400.4 0.00106 0.004
1040 58.400764 3.4 0.4189 367.2000000000001 0.00106 0.004
1041 58.007061 3.4 0.4189 334.0 0.00106 0.004
1042 57.525003 3.4 0.4189 300.8 0.00106 0.004
1043 56.777028 3.4 0.4189 267.6 0.00106 0.004
1044 55.877808 3.4 0.4189 234.4 0.00106 0.004
1045 54.817493 3.4 0.4189 201.2 0.00106 0.004
1046 53.777506 3.4 0.4189 168.0 0.00106 0.004
1047 52.193366 3.4 0.4189 134.8 0.00106 0.004
1048 50.036087 3.4 0.4189 101.6 0.00106 0.004
1049 42.808858 3.4 0.4189 68.4 0.00106 0.004
1050 64.257451 3.4 0.4887 500.0 0.00106 0.004
1051 64.119773 3.4 0.4887 466.8 0.00106 0.004
1052 63.939881 3.4 0.4887 433.6 0.00106 0.004
1053 63.746913 3.4 0.4887 400.4 0.00106 0.004
1054 63.50986 3.4 0.4887 367.2000000000001 0.00106 0.004
1055 63.190825 3.4 0.4887 334.0 0.00106 0.004
1056 62.854464 3.4 0.4887 300.8 0.00106 0.004
1057 62.247811 3.4 0.4887 267.6 0.00106 0.004
1058 61.731508 3.4 0.4887 234.4 0.00106 0.004
1059 60.915422 3.4 0.4887 201.2 0.00106 0.004
1060 59.880062 3.4 0.4887 168.0 0.00106 0.004
1061 58.356897 3.4 0.4887 134.8 0.00106 0.004
1062 56.389895 3.4 0.4887 101.6 0.00106 0.004
1063 51.562253 3.4 0.4887 68.4 0.00106 0.004
1064 68.607162 3.4 0.5585 500.0 0.00106 0.004
1065 68.518381 3.4 0.5585 466.8 0.00106 0.004
1066 68.351285 3.4 0.5585 433.6 0.00106 0.004
1067 68.217063 3.4 0.5585 400.4 0.00106 0.004
1068 68.039375 3.4 0.5585 367.2000000000001 0.00106 0.004
1069 67.696279 3.4 0.5585 334.0 0.00106 0.004
1070 67.337886 3.4 0.5585 300.8 0.00106 0.004
1071 66.901587 3.4 0.5585 267.6 0.00106 0.004
1072 66.371932 3.4 0.5585 234.4 0.00106 0.004
1073 65.64673 3.4 0.5585 201.2 0.00106 0.004
1074 64.579166 3.4 0.5585 168.0 0.00106 0.004
1075 63.406074 3.4 0.5585 134.8 0.00106 0.004
1076 61.787613 3.4 0.5585 101.6 0.00106 0.004
1077 58.130065 3.4 0.5585 68.4 0.00106 0.004
1078 71.329419 3.4 0.6283 500.0 0.00106 0.004
1079 71.371508 3.4 0.6283 466.8 0.00106 0.004
1080 71.363647 3.4 0.6283 433.6 0.00106 0.004
1081 71.294086 3.4 0.6283 400.4 0.00106 0.004
1082 71.139761 3.4 0.6283 367.2000000000001 0.00106 0.004
1083 70.927812 3.4 0.6283 334.0 0.00106 0.004
1084 70.622757 3.4 0.6283 300.8 0.00106 0.004
1085 70.340427 3.4 0.6283 267.6 0.00106 0.004
1086 69.856797 3.4 0.6283 234.4 0.00106 0.004
1087 69.250873 3.4 0.6283 201.2 0.00106 0.004
1088 68.442409 3.4 0.6283 168.0 0.00106 0.004
1089 67.497554 3.4 0.6283 134.8 0.00106 0.004
1090 65.791948 3.4 0.6283 101.6 0.00106 0.004
1091 62.846019 3.4 0.6283 68.4 0.00106 0.004
1092 75.470584 3.4 0.6981 500.0 0.00106 0.004
1093 75.568074 3.4 0.6981 466.8 0.00106 0.004
1094 75.522917 3.4 0.6981 433.6 0.00106 0.004
1095 75.513462 3.4 0.6981 400.4 0.00106 0.004
1096 75.378041 3.4 0.6981 367.2000000000001 0.00106 0.004
1097 75.243024 3.4 0.6981 334.0 0.00106 0.004
1098 75.019002 3.4 0.6981 300.8 0.00106 0.004
1099 74.686269 3.4 0.6981 267.6 0.00106 0.004
1100 74.23566 3.4 0.6981 234.4 0.00106 0.004
1101 73.596893 3.4 0.6981 201.2 0.00106 0.004
1102 72.871175 3.4 0.6981 168.0 0.00106 0.004
1103 71.939263 3.4 0.6981 134.8 0.00106 0.004
1104 70.338369 3.4 0.6981 101.6 0.00106 0.004
1105 67.618667 3.4 0.6981 68.4 0.00106 0.004
1106 78.102563 3.4 0.7679 500.0 0.00106 0.004
1107 78.316934 3.4 0.7679 466.8 0.00106 0.004
1108 78.472031 3.4 0.7679 433.6 0.00106 0.004
1109 78.581754 3.4 0.7679 400.4 0.00106 0.004
1110 78.532582 3.4 0.7679 367.2000000000001 0.00106 0.004
1111 78.420954 3.4 0.7679 334.0 0.00106 0.004
1112 78.280049 3.4 0.7679 300.8 0.00106 0.004
1113 78.009403 3.4 0.7679 267.6 0.00106 0.004
1114 77.584885 3.4 0.7679 234.4 0.00106 0.004
1115 77.077741 3.4 0.7679 201.2 0.00106 0.004
1116 76.410387 3.4 0.7679 168.0 0.00106 0.004
1117 75.416997 3.4 0.7679 134.8 0.00106 0.004
1118 74.234122 3.4 0.7679 101.6 0.00106 0.004
1119 71.572704 3.4 0.7679 68.4 0.00106 0.004
1120 80.395365 3.4 0.8378 500.0 0.00106 0.004
1121 80.692665 3.4 0.8378 466.8 0.00106 0.004
1122 80.976034 3.4 0.8378 433.6 0.00106 0.004
1123 81.139596 3.4 0.8378 400.4 0.00106 0.004
1124 81.250393 3.4 0.8378 367.2000000000001 0.00106 0.004
1125 81.28093 3.4 0.8378 334.0 0.00106 0.004
1126 81.194726 3.4 0.8378 300.8 0.00106 0.004
1127 81.020598 3.4 0.8378 267.6 0.00106 0.004
1128 80.691568 3.4 0.8378 234.4 0.00106 0.004
1129 80.310559 3.4 0.8378 201.2 0.00106 0.004
1130 79.671225 3.4 0.8378 168.0 0.00106 0.004
1131 78.76946 3.4 0.8378 134.8 0.00106 0.004
1132 77.482233 3.4 0.8378 101.6 0.00106 0.004
1133 75.227843 3.4 0.8378 68.4 0.00106 0.004
1134 44.907543 3.7 0.2793 500.0 0.00106 0.004
1135 44.61643 3.7 0.2793 466.8 0.00106 0.004
1136 44.365724 3.7 0.2793 433.6 0.00106 0.004
1137 44.071636 3.7 0.2793 400.4 0.00106 0.004
1138 43.738213 3.7 0.2793 367.2000000000001 0.00106 0.004
1139 43.385037 3.7 0.2793 334.0 0.00106 0.004
1140 42.997012 3.7 0.2793 300.8 0.00106 0.004
1141 42.654591 3.7 0.2793 267.6 0.00106 0.004
1142 42.194731 3.7 0.2793 234.4 0.00106 0.004
1143 40.842132 3.7 0.2793 201.2 0.00106 0.004
1144 38.241917 3.7 0.2793 168.0 0.00106 0.004
1145 34.977529 3.7 0.2793 134.8 0.00106 0.004
1146 29.743087 3.7 0.2793 101.6 0.00106 0.004
1147 14.030219 3.7 0.2793 68.4 0.00106 0.004
1148 52.912572 3.7 0.3491 500.0 0.00106 0.004
1149 52.683096 3.7 0.3491 466.8 0.00106 0.004
1150 52.499671 3.7 0.3491 433.6 0.00106 0.004
1151 52.345945 3.7 0.3491 400.4 0.00106 0.004
1152 52.17921 3.7 0.3491 367.2000000000001 0.00106 0.004
1153 51.979951 3.7 0.3491 334.0 0.00106 0.004
1154 51.598682 3.7 0.3491 300.8 0.00106 0.004
1155 51.1884 3.7 0.3491 267.6 0.00106 0.004
1156 50.413458 3.7 0.3491 234.4 0.00106 0.004
1157 49.163788 3.7 0.3491 201.2 0.00106 0.004
1158 47.217177 3.7 0.3491 168.0 0.00106 0.004
1159 45.144897 3.7 0.3491 134.8 0.00106 0.004
1160 42.254607 3.7 0.3491 101.6 0.00106 0.004
1161 32.798867 3.7 0.3491 68.4 0.00106 0.004
1162 59.588187 3.7 0.4189 500.0 0.00106 0.004
1163 59.399519 3.7 0.4189 466.8 0.00106 0.004
1164 59.235513 3.7 0.4189 433.6 0.00106 0.004
1165 58.972997 3.7 0.4189 400.4 0.00106 0.004
1166 58.74471 3.7 0.4189 367.2000000000001 0.00106 0.004
1167 58.348647 3.7 0.4189 334.0 0.00106 0.004
1168 57.940595 3.7 0.4189 300.8 0.00106 0.004
1169 57.312498 3.7 0.4189 267.6 0.00106 0.004
1170 56.411564 3.7 0.4189 234.4 0.00106 0.004
1171 55.393104 3.7 0.4189 201.2 0.00106 0.004
1172 54.328198 3.7 0.4189 168.0 0.00106 0.004
1173 52.789127 3.7 0.4189 134.8 0.00106 0.004
1174 50.740133 3.7 0.4189 101.6 0.00106 0.004
1175 44.91962 3.7 0.4189 68.4 0.00106 0.004
1176 64.406214 3.7 0.4887 500.0 0.00106 0.004
1177 64.294541 3.7 0.4887 466.8 0.00106 0.004
1178 64.154921 3.7 0.4887 433.6 0.00106 0.004
1179 63.929851 3.7 0.4887 400.4 0.00106 0.004
1180 63.728737 3.7 0.4887 367.2000000000001 0.00106 0.004
1181 63.456078 3.7 0.4887 334.0 0.00106 0.004
1182 63.119284 3.7 0.4887 300.8 0.00106 0.004
1183 62.717393 3.7 0.4887 267.6 0.00106 0.004
1184 62.137502 3.7 0.4887 234.4 0.00106 0.004
1185 61.312277 3.7 0.4887 201.2 0.00106 0.004
1186 60.431201 3.7 0.4887 168.0 0.00106 0.004
1187 58.944245 3.7 0.4887 134.8 0.00106 0.004
1188 57.024948 3.7 0.4887 101.6 0.00106 0.004
1189 53.020934 3.7 0.4887 68.4 0.00106 0.004
1190 68.646449 3.7 0.5585 500.0 0.00106 0.004
1191 68.603716 3.7 0.5585 466.8 0.00106 0.004
1192 68.51462 3.7 0.5585 433.6 0.00106 0.004
1193 68.344954 3.7 0.5585 400.4 0.00106 0.004
1194 68.184888 3.7 0.5585 367.2000000000001 0.00106 0.004
1195 67.98953 3.7 0.5585 334.0 0.00106 0.004
1196 67.629631 3.7 0.5585 300.8 0.00106 0.004
1197 67.185552 3.7 0.5585 267.6 0.00106 0.004
1198 66.688091 3.7 0.5585 234.4 0.00106 0.004
1199 66.050647 3.7 0.5585 201.2 0.00106 0.004
1200 65.153851 3.7 0.5585 168.0 0.00106 0.004
1201 63.785565 3.7 0.5585 134.8 0.00106 0.004
1202 62.299143 3.7 0.5585 101.6 0.00106 0.004
1203 59.074041 3.7 0.5585 68.4 0.00106 0.004
1204 71.207892 3.7 0.6283 500.0 0.00106 0.004
1205 71.297781 3.7 0.6283 466.8 0.00106 0.004
1206 71.359191 3.7 0.6283 433.6 0.00106 0.004
1207 68.344954 3.7 0.6283 400.4 0.00106 0.004
1208 71.270547 3.7 0.6283 367.2000000000001 0.00106 0.004
1209 71.095424 3.7 0.6283 334.0 0.00106 0.004
1210 70.874577 3.7 0.6283 300.8 0.00106 0.004
1211 70.576629 3.7 0.6283 267.6 0.00106 0.004
1212 70.167803 3.7 0.6283 234.4 0.00106 0.004
1213 69.62201 3.7 0.6283 201.2 0.00106 0.004
1214 68.88259 3.7 0.6283 168.0 0.00106 0.004
1215 67.784968 3.7 0.6283 134.8 0.00106 0.004
1216 66.277426 3.7 0.6283 101.6 0.00106 0.004
1217 63.516556 3.7 0.6283 68.4 0.00106 0.004
1218 75.379821 3.7 0.6981 500.0 0.00106 0.004
1219 75.425998 3.7 0.6981 466.8 0.00106 0.004
1220 75.548574 3.7 0.6981 433.6 0.00106 0.004
1221 75.489054 3.7 0.6981 400.4 0.00106 0.004
1222 75.483861 3.7 0.6981 367.2000000000001 0.00106 0.004
1223 75.357659 3.7 0.6981 334.0 0.00106 0.004
1224 75.1907 3.7 0.6981 300.8 0.00106 0.004
1225 74.90564 3.7 0.6981 267.6 0.00106 0.004
1226 74.507267 3.7 0.6981 234.4 0.00106 0.004
1227 73.934857 3.7 0.6981 201.2 0.00106 0.004
1228 73.234205 3.7 0.6981 168.0 0.00106 0.004
1229 72.322631 3.7 0.6981 134.8 0.00106 0.004
1230 70.825557 3.7 0.6981 101.6 0.00106 0.004
1231 68.349159 3.7 0.6981 68.4 0.00106 0.004
1232 77.711538 3.7 0.7679 500.0 0.00106 0.004
1233 78.036145 3.7 0.7679 466.8 0.00106 0.004
1234 78.276868 3.7 0.7679 433.6 0.00106 0.004
1235 78.445051 3.7 0.7679 400.4 0.00106 0.004
1236 78.563196 3.7 0.7679 367.2000000000001 0.00106 0.004
1237 78.513834 3.7 0.7679 334.0 0.00106 0.004
1238 78.381285 3.7 0.7679 300.8 0.00106 0.004
1239 78.214987 3.7 0.7679 267.6 0.00106 0.004
1240 77.845919 3.7 0.7679 234.4 0.00106 0.004
1241 77.326238 3.7 0.7679 201.2 0.00106 0.004
1242 76.699359 3.7 0.7679 168.0 0.00106 0.004
1243 75.866485 3.7 0.7679 134.8 0.00106 0.004
1244 74.472076 3.7 0.7679 101.6 0.00106 0.004
1245 72.162767 3.7 0.7679 68.4 0.00106 0.004
1246 79.908435 3.7 0.8378 500.0 0.00106 0.004
1247 80.252907 3.7 0.8378 466.8 0.00106 0.004
1248 80.636688 3.7 0.8378 433.6 0.00106 0.004
1249 80.945242 3.7 0.8378 400.4 0.00106 0.004
1250 81.141014 3.7 0.8378 367.2000000000001 0.00106 0.004
1251 81.277181 3.7 0.8378 334.0 0.00106 0.004
1252 81.257031 3.7 0.8378 300.8 0.00106 0.004
1253 81.116127 3.7 0.8378 267.6 0.00106 0.004
1254 80.900697 3.7 0.8378 234.4 0.00106 0.004
1255 80.487831 3.7 0.8378 201.2 0.00106 0.004
1256 79.932193 3.7 0.8378 168.0 0.00106 0.004
1257 79.096852 3.7 0.8378 134.8 0.00106 0.004
1258 77.851169 3.7 0.8378 101.6 0.00106 0.004
1259 75.622653 3.7 0.8378 68.4 0.00106 0.004
1260 45.116278 4.0 0.2793 500.0 0.00106 0.004
1261 44.892893 4.0 0.2793 466.8 0.00106 0.004
1262 44.612497 4.0 0.2793 433.6 0.00106 0.004
1263 44.31425 4.0 0.2793 400.4 0.00106 0.004
1264 44.010887 4.0 0.2793 367.2000000000001 0.00106 0.004
1265 43.655623 4.0 0.2793 334.0 0.00106 0.004
1266 43.268578 4.0 0.2793 300.8 0.00106 0.004
1267 42.89653 4.0 0.2793 267.6 0.00106 0.004
1268 42.42694 4.0 0.2793 234.4 0.00106 0.004
1269 41.898173 4.0 0.2793 201.2 0.00106 0.004
1270 39.385835 4.0 0.2793 168.0 0.00106 0.004
1271 36.284337 4.0 0.2793 134.8 0.00106 0.004
1272 31.574216 4.0 0.2793 101.6 0.00106 0.004
1273 17.553733 4.0 0.2793 68.4 0.00106 0.004
1274 53.145369 4.0 0.3491 500.0 0.00106 0.004
1275 52.92889 4.0 0.3491 466.8 0.00106 0.004
1276 52.692148 4.0 0.3491 433.6 0.00106 0.004
1277 52.505836 4.0 0.3491 400.4 0.00106 0.004
1278 52.290202 4.0 0.3491 367.2000000000001 0.00106 0.004
1279 52.155482 4.0 0.3491 334.0 0.00106 0.004
1280 51.885468 4.0 0.3491 300.8 0.00106 0.004
1281 51.513663 4.0 0.3491 267.6 0.00106 0.004
1282 50.914802 4.0 0.3491 234.4 0.00106 0.004
1283 49.837743 4.0 0.3491 201.2 0.00106 0.004
1284 47.981857 4.0 0.3491 168.0 0.00106 0.004
1285 45.758376 4.0 0.3491 134.8 0.00106 0.004
1286 43.064633 4.0 0.3491 101.6 0.00106 0.004
1287 35.615948 4.0 0.3491 68.4 0.00106 0.004
1288 59.683026 4.0 0.4189 500.0 0.00106 0.004
1289 59.587579 4.0 0.4189 466.8 0.00106 0.004
1290 59.448345 4.0 0.4189 433.6 0.00106 0.004
1291 59.226106 4.0 0.4189 400.4 0.00106 0.004
1292 58.964146 4.0 0.4189 367.2000000000001 0.00106 0.004
1293 58.698617 4.0 0.4189 334.0 0.00106 0.004
1294 58.268491 4.0 0.4189 300.8 0.00106 0.004
1295 57.776996 4.0 0.4189 267.6 0.00106 0.004
1296 56.957987 4.0 0.4189 234.4 0.00106 0.004
1297 55.981158 4.0 0.4189 201.2 0.00106 0.004
1298 54.743848 4.0 0.4189 168.0 0.00106 0.004
1299 53.311362 4.0 0.4189 134.8 0.00106 0.004
1300 51.296395 4.0 0.4189 101.6 0.00106 0.004
1301 46.506879 4.0 0.4189 68.4 0.00106 0.004
1302 64.550858 4.0 0.4887 500.0 0.00106 0.004
1303 64.432534 4.0 0.4887 466.8 0.00106 0.004
1304 64.306244 4.0 0.4887 433.6 0.00106 0.004
1305 64.15179 4.0 0.4887 400.4 0.00106 0.004
1306 63.926456 4.0 0.4887 367.2000000000001 0.00106 0.004
1307 63.677599 4.0 0.4887 334.0 0.00106 0.004
1308 63.394882 4.0 0.4887 300.8 0.00106 0.004
1309 63.00034 4.0 0.4887 267.6 0.00106 0.004
1310 62.404976 4.0 0.4887 234.4 0.00106 0.004
1311 61.744505 4.0 0.4887 201.2 0.00106 0.004
1312 60.838894 4.0 0.4887 168.0 0.00106 0.004
1313 59.466639 4.0 0.4887 134.8 0.00106 0.004
1314 57.551485 4.0 0.4887 101.6 0.00106 0.004
1315 54.274753 4.0 0.4887 68.4 0.00106 0.004
1316 68.706618 4.0 0.5585 500.0 0.00106 0.004
1317 68.648461 4.0 0.5585 466.8 0.00106 0.004
1318 68.579514 4.0 0.5585 433.6 0.00106 0.004
1319 68.490079 4.0 0.5585 400.4 0.00106 0.004
1320 68.340156 4.0 0.5585 367.2000000000001 0.00106 0.004
1321 68.148246 4.0 0.5585 334.0 0.00106 0.004
1322 67.920612 4.0 0.5585 300.8 0.00106 0.004
1323 67.483805 4.0 0.5585 267.6 0.00106 0.004
1324 66.985549 4.0 0.5585 234.4 0.00106 0.004
1325 66.402428 4.0 0.5585 201.2 0.00106 0.004
1326 65.544405 4.0 0.5585 168.0 0.00106 0.004
1327 64.239419 4.0 0.5585 134.8 0.00106 0.004
1328 62.786422 4.0 0.5585 101.6 0.00106 0.004
1329 59.928211 4.0 0.5585 68.4 0.00106 0.004
1330 71.057834 4.0 0.6283 500.0 0.00106 0.004
1331 71.123686 4.0 0.6283 466.8 0.00106 0.004
1332 71.282663 4.0 0.6283 433.6 0.00106 0.004
1333 71.342945 4.0 0.6283 400.4 0.00106 0.004
1334 71.322266 4.0 0.6283 367.2000000000001 0.00106 0.004
1335 71.223615 4.0 0.6283 334.0 0.00106 0.004
1336 71.01597 4.0 0.6283 300.8 0.00106 0.004
1337 70.792866 4.0 0.6283 267.6 0.00106 0.004
1338 70.399788 4.0 0.6283 234.4 0.00106 0.004
1339 69.858465 4.0 0.6283 201.2 0.00106 0.004
1340 69.19963 4.0 0.6283 168.0 0.00106 0.004
1341 68.150301 4.0 0.6283 134.8 0.00106 0.004
1342 66.752298 4.0 0.6283 101.6 0.00106 0.004
1343 64.11086 4.0 0.6283 68.4 0.00106 0.004
1344 75.214411 4.0 0.6981 500.0 0.00106 0.004
1345 75.352537 4.0 0.6981 466.8 0.00106 0.004
1346 75.405137 4.0 0.6981 433.6 0.00106 0.004
1347 75.548642 4.0 0.6981 400.4 0.00106 0.004
1348 75.492987 4.0 0.6981 367.2000000000001 0.00106 0.004
1349 75.459508 4.0 0.6981 334.0 0.00106 0.004
1350 75.30643 4.0 0.6981 300.8 0.00106 0.004
1351 75.085781 4.0 0.6981 267.6 0.00106 0.004
1352 74.742173 4.0 0.6981 234.4 0.00106 0.004
1353 74.263748 4.0 0.6981 201.2 0.00106 0.004
1354 73.495189 4.0 0.6981 168.0 0.00106 0.004
1355 72.624734 4.0 0.6981 134.8 0.00106 0.004
1356 71.248635 4.0 0.6981 101.6 0.00106 0.004
1357 68.851325 4.0 0.6981 68.4 0.00106 0.004
1358 77.332816 4.0 0.7679 500.0 0.00106 0.004
1359 77.693321 4.0 0.7679 466.8 0.00106 0.004
1360 78.014455 4.0 0.7679 433.6 0.00106 0.004
1361 78.271273 4.0 0.7679 400.4 0.00106 0.004
1362 78.45727 4.0 0.7679 367.2000000000001 0.00106 0.004
1363 78.553186 4.0 0.7679 334.0 0.00106 0.004
1364 78.481083 4.0 0.7679 300.8 0.00106 0.004
1365 78.33055 4.0 0.7679 267.6 0.00106 0.004
1366 78.094428 4.0 0.7679 234.4 0.00106 0.004
1367 77.60682 4.0 0.7679 201.2 0.00106 0.004
1368 76.97849 4.0 0.7679 168.0 0.00106 0.004
1369 76.152136 4.0 0.7679 134.8 0.00106 0.004
1370 74.778036 4.0 0.7679 101.6 0.00106 0.004
1371 72.653647 4.0 0.7679 68.4 0.00106 0.004
1372 79.352939 4.0 0.8378 500.0 0.00106 0.004
1373 79.862132 4.0 0.8378 466.8 0.00106 0.004
1374 80.257242 4.0 0.8378 433.6 0.00106 0.004
1375 80.658223 4.0 0.8378 400.4 0.00106 0.004
1376 80.973613 4.0 0.8378 367.2000000000001 0.00106 0.004
1377 81.148151 4.0 0.8378 334.0 0.00106 0.004
1378 81.278855 4.0 0.8378 300.8 0.00106 0.004
1379 81.175757 4.0 0.8378 267.6 0.00106 0.004
1380 81.01772 4.0 0.8378 234.4 0.00106 0.004
1381 80.665039 4.0 0.8378 201.2 0.00106 0.004
1382 80.167239 4.0 0.8378 168.0 0.00106 0.004
1383 79.330849 4.0 0.8378 134.8 0.00106 0.004
1384 78.140583 4.0 0.8378 101.6 0.00106 0.004
1385 75.909523 4.0 0.8378 68.4 0.00106 0.004
1386 45.364166 4.3 0.2793 500.0 0.00106 0.004
1387 45.165386 4.3 0.2793 466.8 0.00106 0.004
1388 44.898778 4.3 0.2793 433.6 0.00106 0.004
1389 44.571098 4.3 0.2793 400.4 0.00106 0.004
1390 44.270304 4.3 0.2793 367.2000000000001 0.00106 0.004
1391 43.942529 4.3 0.2793 334.0 0.00106 0.004
1392 43.529785 4.3 0.2793 300.8 0.00106 0.004
1393 43.096358 4.3 0.2793 267.6 0.00106 0.004
1394 42.684963 4.3 0.2793 234.4 0.00106 0.004
1395 42.182011 4.3 0.2793 201.2 0.00106 0.004
1396 40.496679 4.3 0.2793 168.0 0.00106 0.004
1397 37.166915 4.3 0.2793 134.8 0.00106 0.004
1398 32.917798 4.3 0.2793 101.6 0.00106 0.004
1399 21.008658 4.3 0.2793 68.4 0.00106 0.004
1400 53.282654 4.3 0.3491 500.0 0.00106 0.004
1401 53.141824 4.3 0.3491 466.8 0.00106 0.004
1402 52.944396 4.3 0.3491 433.6 0.00106 0.004
1403 52.700715 4.3 0.3491 400.4 0.00106 0.004
1404 52.507606 4.3 0.3491 367.2000000000001 0.00106 0.004
1405 52.25026 4.3 0.3491 334.0 0.00106 0.004
1406 52.090392 4.3 0.3491 300.8 0.00106 0.004
1407 51.709596 4.3 0.3491 267.6 0.00106 0.004
1408 51.318366 4.3 0.3491 234.4 0.00106 0.004
1409 50.340361 4.3 0.3491 201.2 0.00106 0.004
1410 48.815389 4.3 0.3491 168.0 0.00106 0.004
