materials backflow_percent inlet_D angle inlet_V Density Viscosity
472 69.250141 1.7 0.6981 168.0 0.00106 0.004
473 67.790108 1.7 0.6981 134.8 0.00106 0.004
474 64.715893 1.7 0.6981 101.6 0.00106 0.004
475 55.473504 1.7 0.6981 68.4 0.00106 0.004
476 77.88407 1.7 0.7679 500.0 0.00106 0.004
477 77.621128 1.7 0.7679 466.8 0.00106 0.004
478 77.365813 1.7 0.7679 433.6 0.00106 0.004
479 77.113934 1.7 0.7679 400.4 0.00106 0.004
480 76.790707 1.7 0.7679 367.2000000000001 0.00106 0.004
481 76.435174 1.7 0.7679 334.0 0.00106 0.004
482 76.026512 1.7 0.7679 300.8 0.00106 0.004
483 75.453694 1.7 0.7679 267.6 0.00106 0.004
484 74.828677 1.7 0.7679 234.4 0.00106 0.004
485 74.192408 1.7 0.7679 201.2 0.00106 0.004
486 73.106102 1.7 0.7679 168.0 0.00106 0.004
487 71.796331 1.7 0.7679 134.8 0.00106 0.004
488 69.359337 1.7 0.7679 101.6 0.00106 0.004
489 62.704367 1.7 0.7679 68.4 0.00106 0.004
490 80.912602 1.7 0.8378 500.0 0.00106 0.004
491 80.759154 1.7 0.8378 466.8 0.00106 0.004
492 80.563609 1.7 0.8378 433.6 0.00106 0.004
493 80.368674 1.7 0.8378 400.4 0.00106 0.004
494 80.080213 1.7 0.8378 367.2000000000001 0.00106 0.004
495 79.719013 1.7 0.8378 334.0 0.00106 0.004
496 79.317332 1.7 0.8378 300.8 0.00106 0.004
497 78.850909 1.7 0.8378 267.6 0.00106 0.004
498 78.340534 1.7 0.8378 234.4 0.00106 0.004
499 77.650042 1.7 0.8378 201.2 0.00106 0.004
500 76.659602 1.7 0.8378 168.0 0.00106 0.004
501 75.543576 1.7 0.8378 134.8 0.00106 0.004
502 73.547984 1.7 0.8378 101.6 0.00106 0.004
503 68.281885 1.7 0.8378 68.4 0.00106 0.004
504 42.823378 2.1 0.2793 500.0 0.00106 0.004
505 42.657577 2.1 0.2793 466.8 0.00106 0.004
506 42.300434 2.1 0.2793 433.6 0.00106 0.004
507 41.613707 2.1 0.2793 400.4 0.00106 0.004
508 40.829432 2.1 0.2793 367.2000000000001 0.00106 0.004
509 39.791808 2.1 0.2793 334.0 0.00106 0.004
510 38.42175 2.1 0.2793 300.8 0.00106 0.004
511 37.039459 2.1 0.2793 267.6 0.00106 0.004
512 35.039513 2.1 0.2793 234.4 0.00106 0.004
513 32.477322 2.1 0.2793 201.2 0.00106 0.004
514 27.92702 2.1 0.2793 168.0 0.00106 0.004
515 19.583525 2.1 0.2793 134.8 0.00106 0.004
516 8.1095899 2.1 0.2793 101.6 0.00106 0.004
517 0.0 2.1 0.2793 68.4 0.00106 0.004
518 51.215263 2.1 0.3491 500.0 0.00106 0.004
519 50.893151 2.1 0.3491 466.8 0.00106 0.004
520 50.471568 2.1 0.3491 433.6 0.00106 0.004
521 49.957076 2.1 0.3491 400.4 0.00106 0.004
522 49.236908 2.1 0.3491 367.2000000000001 0.00106 0.004
523 48.419554 2.1 0.3491 334.0 0.00106 0.004
524 47.553235 2.1 0.3491 300.8 0.00106 0.004
525 46.448117 2.1 0.3491 267.6 0.00106 0.004
526 45.119156 2.1 0.3491 234.4 0.00106 0.004
527 43.708329 2.1 0.3491 201.2 0.00106 0.004
528 41.60396 2.1 0.3491 168.0 0.00106 0.004
529 36.745741 2.1 0.3491 134.8 0.00106 0.004
530 24.09198 2.1 0.3491 101.6 0.00106 0.004
531 5.6602033 2.1 0.3491 68.4 0.00106 0.004
532 57.584721 2.1 0.4189 500.0 0.00106 0.004
533 57.16833 2.1 0.4189 466.8 0.00106 0.004
534 56.772394 2.1 0.4189 433.6 0.00106 0.004
535 56.212371 2.1 0.4189 400.4 0.00106 0.004
536 55.669861 2.1 0.4189 367.2000000000001 0.00106 0.004
537 55.116695 2.1 0.4189 334.0 0.00106 0.004
538 54.493492 2.1 0.4189 300.8 0.00106 0.004
539 53.68315 2.1 0.4189 267.6 0.00106 0.004
540 52.792593 2.1 0.4189 234.4 0.00106 0.004
541 51.6642 2.1 0.4189 201.2 0.00106 0.004
542 50.289713 2.1 0.4189 168.0 0.00106 0.004
543 47.388621 2.1 0.4189 134.8 0.00106 0.004
544 40.172565 2.1 0.4189 101.6 0.00106 0.004
545 17.158082 2.1 0.4189 68.4 0.00106 0.004
546 62.954763 2.1 0.4887 500.0 0.00106 0.004
547 62.638112 2.1 0.4887 466.8 0.00106 0.004
548 62.329587 2.1 0.4887 433.6 0.00106 0.004
549 61.975215 2.1 0.4887 400.4 0.00106 0.004
550 61.625035 2.1 0.4887 367.2000000000001 0.00106 0.004
551 61.029535 2.1 0.4887 334.0 0.00106 0.004
552 60.558482 2.1 0.4887 300.8 0.00106 0.004
553 59.802222 2.1 0.4887 267.6 0.00106 0.004
554 58.962213 2.1 0.4887 234.4 0.00106 0.004
555 57.879947 2.1 0.4887 201.2 0.00106 0.004
556 56.604498 2.1 0.4887 168.0 0.00106 0.004
557 54.691675 2.1 0.4887 134.8 0.00106 0.004
558 50.063563 2.1 0.4887 101.6 0.00106 0.004
559 31.717553 2.1 0.4887 68.4 0.00106 0.004
560 67.477313 2.1 0.5585 500.0 0.00106 0.004
561 67.186507 2.1 0.5585 466.8 0.00106 0.004
562 66.911204 2.1 0.5585 433.6 0.00106 0.004
563 66.593832 2.1 0.5585 400.4 0.00106 0.004
564 66.23045 2.1 0.5585 367.2000000000001 0.00106 0.004
565 65.787659 2.1 0.5585 334.0 0.00106 0.004
566 65.23485 2.1 0.5585 300.8 0.00106 0.004
567 64.594492 2.1 0.5585 267.6 0.00106 0.004
568 63.836166 2.1 0.5585 234.4 0.00106 0.004
569 63.092668 2.1 0.5585 201.2 0.00106 0.004
570 61.964072 2.1 0.5585 168.0 0.00106 0.004
571 60.320807 2.1 0.5585 134.8 0.00106 0.004
572 56.824033 2.1 0.5585 101.6 0.00106 0.004
573 46.628527 2.1 0.5585 68.4 0.00106 0.004
574 70.759492 2.1 0.6283 500.0 0.00106 0.004
575 70.575505 2.1 0.6283 466.8 0.00106 0.004
576 70.360835 2.1 0.6283 433.6 0.00106 0.004
577 70.093711 2.1 0.6283 400.4 0.00106 0.004
578 69.778059 2.1 0.6283 367.2000000000001 0.00106 0.004
579 69.395263 2.1 0.6283 334.0 0.00106 0.004
580 68.965922 2.1 0.6283 300.8 0.00106 0.004
581 68.464879 2.1 0.6283 267.6 0.00106 0.004
582 67.888603 2.1 0.6283 234.4 0.00106 0.004
583 67.13411 2.1 0.6283 201.2 0.00106 0.004
584 65.998871 2.1 0.6283 168.0 0.00106 0.004
585 64.585809 2.1 0.6283 134.8 0.00106 0.004
586 61.900554 2.1 0.6283 101.6 0.00106 0.004
587 54.410511 2.1 0.6283 68.4 0.00106 0.004
588 75.116781 2.1 0.6981 500.0 0.00106 0.004
589 74.945997 2.1 0.6981 466.8 0.00106 0.004
590 74.728669 2.1 0.6981 433.6 0.00106 0.004
591 74.440365 2.1 0.6981 400.4 0.00106 0.004
592 74.141301 2.1 0.6981 367.2000000000001 0.00106 0.004
593 73.742837 2.1 0.6981 334.0 0.00106 0.004
594 73.305898 2.1 0.6981 300.8 0.00106 0.004
595 72.841138 2.1 0.6981 267.6 0.00106 0.004
596 72.328665 2.1 0.6981 234.4 0.00106 0.004
597 71.568491 2.1 0.6981 201.2 0.00106 0.004
598 70.568501 2.1 0.6981 168.0 0.00106 0.004
599 69.175816 2.1 0.6981 134.8 0.00106 0.004
600 67.094426 2.1 0.6981 101.6 0.00106 0.004
601 61.604119 2.1 0.6981 68.4 0.00106 0.004
602 78.381421 2.1 0.7679 500.0 0.00106 0.004
603 78.264099 2.1 0.7679 466.8 0.00106 0.004
604 78.076564 2.1 0.7679 433.6 0.00106 0.004
605 77.836028 2.1 0.7679 400.4 0.00106 0.004
606 77.512932 2.1 0.7679 367.2000000000001 0.00106 0.004
607 77.218018 2.1 0.7679 334.0 0.00106 0.004
608 76.803017 2.1 0.7679 300.8 0.00106 0.004
609 76.366688 2.1 0.7679 267.6 0.00106 0.004
610 75.831353 2.1 0.7679 234.4 0.00106 0.004
611 75.070686 2.1 0.7679 201.2 0.00106 0.004
612 74.326195 2.1 0.7679 168.0 0.00106 0.004
613 73.05987 2.1 0.7679 134.8 0.00106 0.004
614 71.19651 2.1 0.7679 101.6 0.00106 0.004
615 66.797808 2.1 0.7679 68.4 0.00106 0.004
616 81.300259 2.1 0.8378 500.0 0.00106 0.004
617 81.184922 2.1 0.8378 466.8 0.00106 0.004
618 81.05276 2.1 0.8378 433.6 0.00106 0.004
619 80.870089 2.1 0.8378 400.4 0.00106 0.004
620 80.667207 2.1 0.8378 367.2000000000001 0.00106 0.004
621 80.432104 2.1 0.8378 334.0 0.00106 0.004
622 80.101874 2.1 0.8378 300.8 0.00106 0.004
623 79.681209 2.1 0.8378 267.6 0.00106 0.004
624 79.192714 2.1 0.8378 234.4 0.00106 0.004
625 78.595664 2.1 0.8378 201.2 0.00106 0.004
626 77.716138 2.1 0.8378 168.0 0.00106 0.004
627 76.587096 2.1 0.8378 134.8 0.00106 0.004
628 75.07056 2.1 0.8378 101.6 0.00106 0.004
629 71.487949 2.1 0.8378 68.4 0.00106 0.004
630 43.345546 2.4 0.2793 500.0 0.00106 0.004
631 43.115495 2.4 0.2793 466.8 0.00106 0.004
632 42.76343 2.4 0.2793 433.6 0.00106 0.004
633 42.524407 2.4 0.2793 400.4 0.00106 0.004
634 42.14696 2.4 0.2793 367.2000000000001 0.00106 0.004
635 41.272275 2.4 0.2793 334.0 0.00106 0.004
636 40.231211 2.4 0.2793 300.8 0.00106 0.004
637 38.606185 2.4 0.2793 267.6 0.00106 0.004
638 36.960385 2.4 0.2793 234.4 0.00106 0.004
639 34.642302 2.4 0.2793 201.2 0.00106 0.004
640 31.546045 2.4 0.2793 168.0 0.00106 0.004
641 24.718501 2.4 0.2793 134.8 0.00106 0.004
642 12.765531 2.4 0.2793 101.6 0.00106 0.004
643 0.35729294 2.4 0.2793 68.4 0.00106 0.004
644 51.820871 2.4 0.3491 500.0 0.00106 0.004
645 51.559182 2.4 0.3491 466.8 0.00106 0.004
646 51.233925 2.4 0.3491 433.6 0.00106 0.004
647 50.835162 2.4 0.3491 400.4 0.00106 0.004
648 50.365994 2.4 0.3491 367.2000000000001 0.00106 0.004
649 49.657307 2.4 0.3491 334.0 0.00106 0.004
650 48.638813 2.4 0.3491 300.8 0.00106 0.004
651 47.668787 2.4 0.3491 267.6 0.00106 0.004
652 46.439793 2.4 0.3491 234.4 0.00106 0.004
653 44.94375 2.4 0.3491 201.2 0.00106 0.004
654 43.061321 2.4 0.3491 168.0 0.00106 0.004
655 39.936508 2.4 0.3491 134.8 0.00106 0.004
656 31.071104 2.4 0.3491 101.6 0.00106 0.004
657 10.866885 2.4 0.3491 68.4 0.00106 0.004
658 58.234734 2.4 0.4189 500.0 0.00106 0.004
659 57.961947 2.4 0.4189 466.8 0.00106 0.004
660 57.553065 2.4 0.4189 433.6 0.00106 0.004
661 57.06273 2.4 0.4189 400.4 0.00106 0.004
662 56.587235 2.4 0.4189 367.2000000000001 0.00106 0.004
663 55.976309 2.4 0.4189 334.0 0.00106 0.004
664 55.269202 2.4 0.4189 300.8 0.00106 0.004
665 54.598131 2.4 0.4189 267.6 0.00106 0.004
666 53.672789 2.4 0.4189 234.4 0.00106 0.004
667 52.62843 2.4 0.4189 201.2 0.00106 0.004
668 43.061321 2.4 0.4189 168.0 0.00106 0.004
669 49.44007 2.4 0.4189 134.8 0.00106 0.004
670 44.066742 2.4 0.4189 101.6 0.00106 0.004
671 25.165842 2.4 0.4189 68.4 0.00106 0.004
672 63.343227 2.4 0.4887 500.0 0.00106 0.004
673 63.107617 2.4 0.4887 466.8 0.00106 0.004
674 62.924537 2.4 0.4887 433.6 0.00106 0.004
675 62.587959 2.4 0.4887 400.4 0.00106 0.004
676 62.152057 2.4 0.4887 367.2000000000001 0.00106 0.004
677 61.807426 2.4 0.4887 334.0 0.00106 0.004
678 61.174683 2.4 0.4887 300.8 0.00106 0.004
679 60.617353 2.4 0.4887 267.6 0.00106 0.004
680 59.794287 2.4 0.4887 234.4 0.00106 0.004
681 58.79078 2.4 0.4887 201.2 0.00106 0.004
682 57.566915 2.4 0.4887 168.0 0.00106 0.004
683 55.934619 2.4 0.4887 134.8 0.00106 0.004
684 52.574313 2.4 0.4887 101.6 0.00106 0.004
685 41.405034 2.4 0.4887 68.4 0.00106 0.004
686 67.940041 2.4 0.5585 500.0 0.00106 0.004
687 67.688383 2.4 0.5585 466.8 0.00106 0.004
688 67.458311 2.4 0.5585 433.6 0.00106 0.004
689 67.118495 2.4 0.5585 400.4 0.00106 0.004
690 66.769763 2.4 0.5585 367.2000000000001 0.00106 0.004
691 66.397045 2.4 0.5585 334.0 0.00106 0.004
692 65.917421 2.4 0.5585 300.8 0.00106 0.004
693 65.315313 2.4 0.5585 267.6 0.00106 0.004
694 64.58715 2.4 0.5585 234.4 0.00106 0.004
695 63.702046 2.4 0.5585 201.2 0.00106 0.004
696 62.778466 2.4 0.5585 168.0 0.00106 0.004
697 61.382795 2.4 0.5585 134.8 0.00106 0.004
698 58.693767 2.4 0.5585 101.6 0.00106 0.004
699 51.276328 2.4 0.5585 68.4 0.00106 0.004
700 71.068194 2.4 0.6283 500.0 0.00106 0.004
701 70.946068 2.4 0.6283 466.8 0.00106 0.004
702 70.733044 2.4 0.6283 433.6 0.00106 0.004
703 70.513441 2.4 0.6283 400.4 0.00106 0.004
704 70.253723 2.4 0.6283 367.2000000000001 0.00106 0.004
705 69.910834 2.4 0.6283 334.0 0.00106 0.004
706 69.511729 2.4 0.6283 300.8 0.00106 0.004
707 69.002014 2.4 0.6283 267.6 0.00106 0.004
708 68.445975 2.4 0.6283 234.4 0.00106 0.004
709 67.772509 2.4 0.6283 201.2 0.00106 0.004
710 66.792514 2.4 0.6283 168.0 0.00106 0.004
711 65.424338 2.4 0.6283 134.8 0.00106 0.004
712 63.181627 2.4 0.6283 101.6 0.00106 0.004
713 57.91204 2.4 0.6283 68.4 0.00106 0.004
714 75.402902 2.4 0.6981 500.0 0.00106 0.004
715 75.264744 2.4 0.6981 466.8 0.00106 0.004
716 75.102321 2.4 0.6981 433.6 0.00106 0.004
717 74.875624 2.4 0.6981 400.4 0.00106 0.004
718 74.595809 2.4 0.6981 367.2000000000001 0.00106 0.004
719 74.274029 2.4 0.6981 334.0 0.00106 0.004
720 73.86108 2.4 0.6981 300.8 0.00106 0.004
721 73.369922 2.4 0.6981 267.6 0.00106 0.004
722 72.851522 2.4 0.6981 234.4 0.00106 0.004
723 72.213454 2.4 0.6981 201.2 0.00106 0.004
724 71.293728 2.4 0.6981 168.0 0.00106 0.004
725 70.031017 2.4 0.6981 134.8 0.00106 0.004
726 68.206045 2.4 0.6981 101.6 0.00106 0.004
727 63.86315 2.4 0.6981 68.4 0.00106 0.004
728 78.576898 2.4 0.7679 500.0 0.00106 0.004
729 78.465603 2.4 0.7679 466.8 0.00106 0.004
730 78.357818 2.4 0.7679 433.6 0.00106 0.004
731 78.226509 2.4 0.7679 400.4 0.00106 0.004
732 77.976039 2.4 0.7679 367.2000000000001 0.00106 0.004
733 77.649079 2.4 0.7679 334.0 0.00106 0.004
734 77.280166 2.4 0.7679 300.8 0.00106 0.004
735 76.86427 2.4 0.7679 267.6 0.00106 0.004
736 76.377178 2.4 0.7679 234.4 0.00106 0.004
737 75.732041 2.4 0.7679 201.2 0.00106 0.004
738 74.82238 2.4 0.7679 168.0 0.00106 0.004
739 73.875698 2.4 0.7679 134.8 0.00106 0.004
740 72.102623 2.4 0.7679 101.6 0.00106 0.004
741 68.489498 2.4 0.7679 68.4 0.00106 0.004
742 81.345026 2.4 0.8378 500.0 0.00106 0.004
743 81.361912 2.4 0.8378 466.8 0.00106 0.004
744 81.285285 2.4 0.8378 433.6 0.00106 0.004
745 81.148104 2.4 0.8378 400.4 0.00106 0.004
746 81.002148 2.4 0.8378 367.2000000000001 0.00106 0.004
747 80.763481 2.4 0.8378 334.0 0.00106 0.004
748 80.480215 2.4 0.8378 300.8 0.00106 0.004
749 80.150649 2.4 0.8378 267.6 0.00106 0.004
750 79.670551 2.4 0.8378 234.4 0.00106 0.004
751 79.085335 2.4 0.8378 201.2 0.00106 0.004
752 78.363719 2.4 0.8378 168.0 0.00106 0.004
753 77.331373 2.4 0.8378 134.8 0.00106 0.004
754 75.835224 2.4 0.8378 101.6 0.00106 0.004
755 72.824123 2.4 0.8378 68.4 0.00106 0.004
756 43.772542 2.7 0.2793 500.0 0.00106 0.004
757 43.481515 2.7 0.2793 466.8 0.00106 0.004
758 43.280464 2.7 0.2793 433.6 0.00106 0.004
759 42.993927 2.7 0.2793 400.4 0.00106 0.004
760 42.609579 2.7 0.2793 367.2000000000001 0.00106 0.004
761 42.244286 2.7 0.2793 334.0 0.00106 0.004
762 41.532448 2.7 0.2793 300.8 0.00106 0.004
763 40.278685 2.7 0.2793 267.6 0.00106 0.004
764 38.404988 2.7 0.2793 234.4 0.00106 0.004
765 36.518139 2.7 0.2793 201.2 0.00106 0.004
766 33.505982 2.7 0.2793 168.0 0.00106 0.004
767 28.979252 2.7 0.2793 134.8 0.00106 0.004
768 18.000305 2.7 0.2793 101.6 0.00106 0.004
769 4.3537944 2.7 0.2793 68.4 0.00106 0.004
770 52.189003 2.7 0.3491 500.0 0.00106 0.004
771 51.97252 2.7 0.3491 466.8 0.00106 0.004
772 51.776573 2.7 0.3491 433.6 0.00106 0.004
773 51.449439 2.7 0.3491 400.4 0.00106 0.004
774 50.99818 2.7 0.3491 367.2000000000001 0.00106 0.004
775 50.526316 2.7 0.3491 334.0 0.00106 0.004
776 49.934106 2.7 0.3491 300.8 0.00106 0.004
777 48.704903 2.7 0.3491 267.6 0.00106 0.004
778 47.496386 2.7 0.3491 234.4 0.00106 0.004
779 46.052883 2.7 0.3491 201.2 0.00106 0.004
780 44.251175 2.7 0.3491 168.0 0.00106 0.004
781 41.912825 2.7 0.3491 134.8 0.00106 0.004
782 35.829915 2.7 0.3491 101.6 0.00106 0.004
783 16.278778 2.7 0.3491 68.4 0.00106 0.004
784 58.700323 2.7 0.4189 500.0 0.00106 0.004
785 58.41791 2.7 0.4189 466.8 0.00106 0.004
786 58.134405 2.7 0.4189 433.6 0.00106 0.004
787 57.76797 2.7 0.4189 400.4 0.00106 0.004
788 57.288127 2.7 0.4189 367.2000000000001 0.00106 0.004
789 56.706545 2.7 0.4189 334.0 0.00106 0.004
790 56.042788 2.7 0.4189 300.8 0.00106 0.004
791 55.233705 2.7 0.4189 267.6 0.00106 0.004
792 54.45199 2.7 0.4189 234.4 0.00106 0.004
793 53.383406 2.7 0.4189 201.2 0.00106 0.004
794 52.205152 2.7 0.4189 168.0 0.00106 0.004
795 50.49343 2.7 0.4189 134.8 0.00106 0.004
796 46.655932 2.7 0.4189 101.6 0.00106 0.004
797 32.771746 2.7 0.4189 68.4 0.00106 0.004
798 63.707938 2.7 0.4887 500.0 0.00106 0.004
799 63.523345 2.7 0.4887 466.8 0.00106 0.004
800 63.26775 2.7 0.4887 433.6 0.00106 0.004
801 63.05457 2.7 0.4887 400.4 0.00106 0.004
802 62.7111 2.7 0.4887 367.2000000000001 0.00106 0.004
803 62.244295 2.7 0.4887 334.0 0.00106 0.004
804 61.858323 2.7 0.4887 300.8 0.00106 0.004
805 61.181871 2.7 0.4887 267.6 0.00106 0.004
806 60.569428 2.7 0.4887 234.4 0.00106 0.004
807 59.573256 2.7 0.4887 201.2 0.00106 0.004
808 58.356292 2.7 0.4887 168.0 0.00106 0.004
809 56.847838 2.7 0.4887 134.8 0.00106 0.004
810 54.336497 2.7 0.4887 101.6 0.00106 0.004
811 46.139741 2.7 0.4887 68.4 0.00106 0.004
812 68.219889 2.7 0.5585 500.0 0.00106 0.004
813 68.076877 2.7 0.5585 466.8 0.00106 0.004
814 67.852006 2.7 0.5585 433.6 0.00106 0.004
815 67.57173 2.7 0.5585 400.4 0.00106 0.004
816 67.204806 2.7 0.5585 367.2000000000001 0.00106 0.004
817 66.857977 2.7 0.5585 334.0 0.00106 0.004
818 66.450692 2.7 0.5585 300.8 0.00106 0.004
819 65.92438 2.7 0.5585 267.6 0.00106 0.004
820 65.233738 2.7 0.5585 234.4 0.00106 0.004
821 64.378066 2.7 0.5585 201.2 0.00106 0.004
822 63.376173 2.7 0.5585 168.0 0.00106 0.004
823 62.093985 2.7 0.5585 134.8 0.00106 0.004
824 59.982486 2.7 0.5585 101.6 0.00106 0.004
825 54.206521 2.7 0.5585 68.4 0.00106 0.004
826 71.303414 2.7 0.6283 500.0 0.00106 0.004
827 71.168646 2.7 0.6283 466.8 0.00106 0.004
828 71.002015 2.7 0.6283 433.6 0.00106 0.004
829 70.829833 2.7 0.6283 400.4 0.00106 0.004
830 70.595942 2.7 0.6283 367.2000000000001 0.00106 0.004
831 70.349245 2.7 0.6283 334.0 0.00106 0.004
832 69.951099 2.7 0.6283 300.8 0.00106 0.004
833 69.476012 2.7 0.6283 267.6 0.00106 0.004
834 68.963916 2.7 0.6283 234.4 0.00106 0.004
835 68.27974 2.7 0.6283 201.2 0.00106 0.004
836 67.466501 2.7 0.6283 168.0 0.00106 0.004
837 66.090661 2.7 0.6283 134.8 0.00106 0.004
838 64.226946 2.7 0.6283 101.6 0.00106 0.004
839 59.803677 2.7 0.6283 68.4 0.00106 0.004
840 75.550658 2.7 0.6981 500.0 0.00106 0.004
841 75.451253 2.7 0.6981 466.8 0.00106 0.004
842 75.332722 2.7 0.6981 433.6 0.00106 0.004
843 75.154181 2.7 0.6981 400.4 0.00106 0.004
844 74.960834 2.7 0.6981 367.2000000000001 0.00106 0.004
845 74.662089 2.7 0.6981 334.0 0.00106 0.004
846 74.317353 2.7 0.6981 300.8 0.00106 0.004
847 73.851878 2.7 0.6981 267.6 0.00106 0.004
848 73.308791 2.7 0.6981 234.4 0.00106 0.004
849 72.699911 2.7 0.6981 201.2 0.00106 0.004
850 71.901093 2.7 0.6981 168.0 0.00106 0.004
851 70.704855 2.7 0.6981 134.8 0.00106 0.004
852 68.924443 2.7 0.6981 101.6 0.00106 0.004
853 65.478962 2.7 0.6981 68.4 0.00106 0.004
854 78.645212 2.7 0.7679 500.0 0.00106 0.004
855 78.596425 2.7 0.7679 466.8 0.00106 0.004
856 78.538165 2.7 0.7679 433.6 0.00106 0.004
857 78.417704 2.7 0.7679 400.4 0.00106 0.004
858 78.281005 2.7 0.7679 367.2000000000001 0.00106 0.004
859 78.028667 2.7 0.7679 334.0 0.00106 0.004
860 77.680366 2.7 0.7679 300.8 0.00106 0.004
861 77.26367 2.7 0.7679 267.6 0.00106 0.004
862 76.798085 2.7 0.7679 234.4 0.00106 0.004
863 76.219279 2.7 0.7679 201.2 0.00106 0.004
864 75.403765 2.7 0.7679 168.0 0.00106 0.004
865 74.421023 2.7 0.7679 134.8 0.00106 0.004
866 72.817191 2.7 0.7679 101.6 0.00106 0.004
867 69.766722 2.7 0.7679 68.4 0.00106 0.004
868 81.233894 2.7 0.8378 500.0 0.00106 0.004
869 81.318816 2.7 0.8378 466.8 0.00106 0.004
870 81.351277 2.7 0.8378 433.6 0.00106 0.004
871 81.297468 2.7 0.8378 400.4 0.00106 0.004
872 81.177544 2.7 0.8378 367.2000000000001 0.00106 0.004
873 81.035316 2.7 0.8378 334.0 0.00106 0.004
874 80.778984 2.7 0.8378 300.8 0.00106 0.004
875 80.465004 2.7 0.8378 267.6 0.00106 0.004
876 80.106656 2.7 0.8378 234.4 0.00106 0.004
877 79.534099 2.7 0.8378 201.2 0.00106 0.004
878 78.796307 2.7 0.8378 168.0 0.00106 0.004
879 77.851028 2.7 0.8378 134.8 0.00106 0.004
880 76.414872 2.7 0.8378 101.6 0.00106 0.004
881 73.675835 2.7 0.8378 68.4 0.00106 0.004
882 44.190832 3.0 0.2793 500.0 0.00106 0.004
883 43.873062 3.0 0.2793 466.8 0.00106 0.004
884 43.564084 3.0 0.2793 433.6 0.00106 0.004
885 43.33318 3.0 0.2793 400.4 0.00106 0.004
886 43.026905 3.0 0.2793 367.2000000000001 0.00106 0.004
887 42.719963 3.0 0.2793 334.0 0.00106 0.004
888 42.231432 3.0 0.2793 300.8 0.00106 0.004
889 41.517992 3.0 0.2793 267.6 0.00106 0.004
890 40.066528 3.0 0.2793 234.4 0.00106 0.004
891 37.797161 3.0 0.2793 201.2 0.00106 0.004
892 35.270831 3.0 0.2793 168.0 0.00106 0.004
893 31.605115 3.0 0.2793 134.8 0.00106 0.004
894 22.923369 3.0 0.2793 101.6 0.00106 0.004
895 6.7943686 3.0 0.2793 68.4 0.00106 0.004
896 52.367349 3.0 0.3491 500.0 0.00106 0.004
897 52.258264 3.0 0.3491 466.8 0.00106 0.004
898 52.102011 3.0 0.3491 433.6 0.00106 0.004
899 51.898053 3.0 0.3491 400.4 0.00106 0.004
900 51.568075 3.0 0.3491 367.2000000000001 0.00106 0.004
901 51.157227 3.0 0.3491 334.0 0.00106 0.004
902 50.592661 3.0 0.3491 300.8 0.00106 0.004
903 49.813272 3.0 0.3491 267.6 0.00106 0.004
904 48.464087 3.0 0.3491 234.4 0.00106 0.004
905 47.018651 3.0 0.3491 201.2 0.00106 0.004
906 45.302457 3.0 0.3491 168.0 0.00106 0.004
907 43.055891 3.0 0.3491 134.8 0.00106 0.004
908 38.58738 3.0 0.3491 101.6 0.00106 0.004
909 21.562083 3.0 0.3491 68.4 0.00106 0.004
910 59.051191 3.0 0.4189 500.0 0.00106 0.004
911 58.853077 3.0 0.4189 466.8 0.00106 0.004
912 58.568729 3.0 0.4189 433.6 0.00106 0.004
913 58.216961 3.0 0.4189 400.4 0.00106 0.004
914 57.882263 3.0 0.4189 367.2000000000001 0.00106 0.004
915 57.375306 3.0 0.4189 334.0 0.00106 0.004
916 56.695799 3.0 0.4189 300.8 0.00106 0.004
917 55.904591 3.0 0.4189 267.6 0.00106 0.004
918 55.037573 3.0 0.4189 234.4 0.00106 0.004
919 54.160626 3.0 0.4189 201.2 0.00106 0.004
920 52.897514 3.0 0.4189 168.0 0.00106 0.004
921 51.257987 3.0 0.4189 134.8 0.00106 0.004
922 48.589259 3.0 0.4189 101.6 0.00106 0.004
923 38.660644 3.0 0.4189 68.4 0.00106 0.004
924 64.018406 3.0 0.4887 500.0 0.00106 0.004
925 63.84494 3.0 0.4887 466.8 0.00106 0.004
926 63.607452 3.0 0.4887 433.6 0.00106 0.004
927 63.343734 3.0 0.4887 400.4 0.00106 0.004
928 63.106657 3.0 0.4887 367.2000000000001 0.00106 0.004
929 62.77466 3.0 0.4887 334.0 0.00106 0.004
930 62.22736 3.0 0.4887 300.8 0.00106 0.004
931 61.788317 3.0 0.4887 267.6 0.00106 0.004
932 61.083294 3.0 0.4887 234.4 0.00106 0.004
933 60.268557 3.0 0.4887 201.2 0.00106 0.004
934 59.04953 3.0 0.4887 168.0 0.00106 0.004
935 57.548497 3.0 0.4887 134.8 0.00106 0.004
936 55.363643 3.0 0.4887 101.6 0.00106 0.004
937 49.036993 3.0 0.4887 68.4 0.00106 0.004
938 68.42111 3.0 0.5585 500.0 0.00106 0.004
939 68.274948 3.0 0.5585 466.8 0.00106 0.004
940 68.108289 3.0 0.5585 433.6 0.00106 0.004
941 67.938534 3.0 0.5585 400.4 0.00106 0.004
942 67.616681 3.0 0.5585 367.2000000000001 0.00106 0.004
943 67.253488 3.0 0.5585 334.0 0.00106 0.004
944 66.860086 3.0 0.5585 300.8 0.00106 0.004
945 66.400369 3.0 0.5585 267.6 0.00106 0.004
946 65.784634 3.0 0.5585 234.4 0.00106 0.004
947 64.994216 3.0 0.5585 201.2 0.00106 0.004
