materials Del_P Pipe_D angle Inlet_V Density Viscosity "Elbow angle"
2209 0.58999285 0.0367 2.7227 0.012 998.0 0.0009737 156.0
2210 0.45128889 0.043 2.7227 0.012 998.0 0.0009737 156.0
2211 0.35854445 0.0493 2.7227 0.012 998.0 0.0009737 156.0
2212 0.29286917 0.0557 2.7227 0.012 998.0 0.0009737 156.0
2213 0.24416959 0.062 2.7227 0.012 998.0 0.0009737 156.0
2214 0.20878351 0.0683 2.7227 0.012 998.0 0.0009737 156.0
2215 0.18004209 0.0747 2.7227 0.012 998.0 0.0009737 156.0
2216 0.15745103 0.081 2.7227 0.012 998.0 0.0009737 156.0
2217 0.14051445 0.0873 2.7227 0.012 998.0 0.0009737 156.0
2218 0.12401031 0.0937 2.7227 0.012 998.0 0.0009737 156.0
2219 0.11222806 0.1 2.7227 0.012 998.0 0.0009737 156.0
2220 21.363109 0.005 2.9322 0.012 998.0 0.0009737 168.0
2221 4.7392202 0.0113 2.9322 0.012 998.0 0.0009737 168.0
2222 2.1388438 0.0177 2.9322 0.012 998.0 0.0009737 168.0
2223 0.8370243 0.0303 2.9322 0.012 998.0 0.0009737 168.0
2224 0.46362933 0.043 2.9322 0.012 998.0 0.0009737 168.0
2225 0.36966152 0.0493 2.9322 0.012 998.0 0.0009737 168.0
2226 0.30223352 0.0557 2.9322 0.012 998.0 0.0009737 168.0
2227 0.25246613 0.062 2.9322 0.012 998.0 0.0009737 168.0
2228 0.21501197 0.0683 2.9322 0.012 998.0 0.0009737 168.0
2229 0.18706759 0.0747 2.9322 0.012 998.0 0.0009737 168.0
2230 0.16376373 0.081 2.9322 0.012 998.0 0.0009737 168.0
2231 0.14442501 0.0873 2.9322 0.012 998.0 0.0009737 168.0
2232 0.1271726 0.0937 2.9322 0.012 998.0 0.0009737 168.0
2233 0.11513242 0.1 2.9322 0.012 998.0 0.0009737 168.0
2234 21.77419 0.005 3.1416 0.012 998.0 0.0009737 180.0
2235 4.8337449 0.0113 3.1416 0.012 998.0 0.0009737 180.0
2236 2.1871612 0.0177 3.1416 0.012 998.0 0.0009737 180.0
2237 1.2833279 0.024 3.1416 0.012 998.0 0.0009737 180.0
2238 0.85786399 0.0303 3.1416 0.012 998.0 0.0009737 180.0
2239 0.62252478 0.0367 3.1416 0.012 998.0 0.0009737 180.0
2240 0.47663178 0.043 3.1416 0.012 998.0 0.0009737 180.0
2241 0.38029192 0.0493 3.1416 0.012 998.0 0.0009737 180.0
2242 0.3110786 0.0557 3.1416 0.012 998.0 0.0009737 180.0
2243 0.26011882 0.062 3.1416 0.012 998.0 0.0009737 180.0
2244 0.1907084 0.0747 3.1416 0.012 998.0 0.0009737 180.0
2245 0.16642564 0.081 3.1416 0.012 998.0 0.0009737 180.0
2246 0.14830043 0.0873 3.1416 0.012 998.0 0.0009737 180.0
2247 0.13149694 0.0937 3.1416 0.012 998.0 0.0009737 180.0
2248 0.11855095 0.1 3.1416 0.012 998.0 0.0009737 180.0
2249 16.197248 0.005 0.0175 0.013 998.0 0.0009737 1.0
2250 3.1582692 0.0113 0.0175 0.013 998.0 0.0009737 1.0
2251 1.3034639 0.0177 0.0175 0.013 998.0 0.0009737 1.0
2252 0.22097336 0.043 0.0175 0.013 998.0 0.0009737 1.0
2253 0.16807081 0.0493 0.0175 0.013 998.0 0.0009737 1.0
2254 0.13215401 0.0557 0.0175 0.013 998.0 0.0009737 1.0
2255 0.10665302 0.062 0.0175 0.013 998.0 0.0009737 1.0
2256 0.087894051 0.0683 0.0175 0.013 998.0 0.0009737 1.0
2257 0.073692898 0.0747 0.0175 0.013 998.0 0.0009737 1.0
2258 0.062687796 0.081 0.0175 0.013 998.0 0.0009737 1.0
2259 0.054072782 0.0873 0.0175 0.013 998.0 0.0009737 1.0
2260 0.046969259 0.0937 0.0175 0.013 998.0 0.0009737 1.0
2261 0.041247826 0.1 0.0175 0.013 998.0 0.0009737 1.0
2262 3.2816547 0.0113 0.2094 0.013 998.0 0.0009737 12.0
2263 1.3777468 0.0177 0.2094 0.013 998.0 0.0009737 12.0
2264 0.48549371 0.0303 0.2094 0.013 998.0 0.0009737 12.0
2265 0.33800747 0.0367 0.2094 0.013 998.0 0.0009737 12.0
2266 0.24966102 0.043 0.2094 0.013 998.0 0.0009737 12.0
2267 0.19220107 0.0493 0.2094 0.013 998.0 0.0009737 12.0
2268 0.1528723 0.0557 0.2094 0.013 998.0 0.0009737 12.0
2269 0.10385417 0.0683 0.2094 0.013 998.0 0.0009737 12.0
2270 0.087853219 0.0747 0.2094 0.013 998.0 0.0009737 12.0
2271 0.075105989 0.081 0.2094 0.013 998.0 0.0009737 12.0
2272 0.065114204 0.0873 0.2094 0.013 998.0 0.0009737 12.0
2273 0.057081343 0.0937 0.2094 0.013 998.0 0.0009737 12.0
2274 0.050338645 0.1 0.2094 0.013 998.0 0.0009737 12.0
2275 17.099009 0.005 0.4189 0.013 998.0 0.0009737 24.0
2276 3.5007599 0.0113 0.4189 0.013 998.0 0.0009737 24.0
2277 0.84641518 0.024 0.4189 0.013 998.0 0.0009737 24.0
2278 0.5432676 0.0303 0.4189 0.013 998.0 0.0009737 24.0
2279 0.3791757 0.0367 0.4189 0.013 998.0 0.0009737 24.0
2280 0.28099673 0.043 0.4189 0.013 998.0 0.0009737 24.0
2281 0.21730235 0.0493 0.4189 0.013 998.0 0.0009737 24.0
2282 0.17369499 0.0557 0.4189 0.013 998.0 0.0009737 24.0
2283 0.14178938 0.062 0.4189 0.013 998.0 0.0009737 24.0
2284 0.11994799 0.0683 0.4189 0.013 998.0 0.0009737 24.0
2285 0.10275115 0.0747 0.4189 0.013 998.0 0.0009737 24.0
2286 0.089279957 0.081 0.4189 0.013 998.0 0.0009737 24.0
2287 0.077592742 0.0873 0.4189 0.013 998.0 0.0009737 24.0
2288 0.069561892 0.0937 0.4189 0.013 998.0 0.0009737 24.0
2289 0.061735962 0.1 0.4189 0.013 998.0 0.0009737 24.0
2290 17.708223 0.005 0.6283 0.013 998.0 0.0009737 36.0
2291 3.7528594 0.0113 0.6283 0.013 998.0 0.0009737 36.0
2292 1.6515687 0.0177 0.6283 0.013 998.0 0.0009737 36.0
2293 0.94071873 0.024 0.6283 0.013 998.0 0.0009737 36.0
2294 0.43591546 0.0367 0.6283 0.013 998.0 0.0009737 36.0
2295 0.32871002 0.043 0.6283 0.013 998.0 0.0009737 36.0
2296 0.25682736 0.0493 0.6283 0.013 998.0 0.0009737 36.0
2297 0.20801773 0.0557 0.6283 0.013 998.0 0.0009737 36.0
2298 0.1729751 0.062 0.6283 0.013 998.0 0.0009737 36.0
2299 0.14675502 0.0683 0.6283 0.013 998.0 0.0009737 36.0
2300 0.12645707 0.0747 0.6283 0.013 998.0 0.0009737 36.0
2301 0.11029702 0.081 0.6283 0.013 998.0 0.0009737 36.0
2302 0.097140904 0.0873 0.6283 0.013 998.0 0.0009737 36.0
2303 0.085779928 0.0937 0.6283 0.013 998.0 0.0009737 36.0
2304 0.076992186 0.1 0.6283 0.013 998.0 0.0009737 36.0
2305 18.354539 0.005 0.8378 0.013 998.0 0.0009737 48.0
2306 3.9978421 0.0113 0.8378 0.013 998.0 0.0009737 48.0
2307 1.7951701 0.0177 0.8378 0.013 998.0 0.0009737 48.0
2308 1.0427105 0.024 0.8378 0.013 998.0 0.0009737 48.0
2309 0.49541712 0.0367 0.8378 0.013 998.0 0.0009737 48.0
2310 0.37814775 0.043 0.8378 0.013 998.0 0.0009737 48.0
2311 0.29883784 0.0493 0.8378 0.013 998.0 0.0009737 48.0
2312 0.24476303 0.0557 0.8378 0.013 998.0 0.0009737 48.0
2313 0.20551892 0.062 0.8378 0.013 998.0 0.0009737 48.0
2314 0.17597692 0.0683 0.8378 0.013 998.0 0.0009737 48.0
2315 0.15277019 0.0747 0.8378 0.013 998.0 0.0009737 48.0
2316 0.1338227 0.081 0.8378 0.013 998.0 0.0009737 48.0
2317 0.11925835 0.0873 0.8378 0.013 998.0 0.0009737 48.0
2318 0.10638531 0.0937 0.8378 0.013 998.0 0.0009737 48.0
2319 0.095582261 0.1 0.8378 0.013 998.0 0.0009737 48.0
2320 19.010749 0.005 1.0472 0.013 998.0 0.0009737 60.0
2321 4.2218166 0.0113 1.0472 0.013 998.0 0.0009737 60.0
2322 1.9204688 0.0177 1.0472 0.013 998.0 0.0009737 60.0
2323 1.1260735 0.024 1.0472 0.013 998.0 0.0009737 60.0
2324 0.54542342 0.0367 1.0472 0.013 998.0 0.0009737 60.0
2325 0.41862136 0.043 1.0472 0.013 998.0 0.0009737 60.0
2326 0.33478314 0.0493 1.0472 0.013 998.0 0.0009737 60.0
2327 0.27605934 0.0557 1.0472 0.013 998.0 0.0009737 60.0
2328 0.23323996 0.062 1.0472 0.013 998.0 0.0009737 60.0
2329 0.20018232 0.0683 1.0472 0.013 998.0 0.0009737 60.0
2330 0.17416588 0.0747 1.0472 0.013 998.0 0.0009737 60.0
2331 0.15323377 0.081 1.0472 0.013 998.0 0.0009737 60.0
2332 0.13667726 0.0873 1.0472 0.013 998.0 0.0009737 60.0
2333 0.1224331 0.0937 1.0472 0.013 998.0 0.0009737 60.0
2334 0.10958557 0.1 1.0472 0.013 998.0 0.0009737 60.0
2335 19.600233 0.005 1.2566 0.013 998.0 0.0009737 72.0
2336 4.4062824 0.0113 1.2566 0.013 998.0 0.0009737 72.0
2337 2.0170145 0.0177 1.2566 0.013 998.0 0.0009737 72.0
2338 0.79745415 0.0303 1.2566 0.013 998.0 0.0009737 72.0
2339 0.44633621 0.043 1.2566 0.013 998.0 0.0009737 72.0
2340 0.35729474 0.0493 1.2566 0.013 998.0 0.0009737 72.0
2341 0.29421424 0.0557 1.2566 0.013 998.0 0.0009737 72.0
2342 0.24829774 0.062 1.2566 0.013 998.0 0.0009737 72.0
2343 0.21310421 0.0683 1.2566 0.013 998.0 0.0009737 72.0
2344 0.16281609 0.081 1.2566 0.013 998.0 0.0009737 72.0
2345 0.14550937 0.0873 1.2566 0.013 998.0 0.0009737 72.0
2346 0.12933846 0.0937 1.2566 0.013 998.0 0.0009737 72.0
2347 0.11773215 0.1 1.2566 0.013 998.0 0.0009737 72.0
2348 20.158542 0.005 1.4661 0.013 998.0 0.0009737 84.0
2349 4.5497297 0.0113 1.4661 0.013 998.0 0.0009737 84.0
2350 2.0844859 0.0177 1.4661 0.013 998.0 0.0009737 84.0
2351 1.2257289 0.024 1.4661 0.013 998.0 0.0009737 84.0
2352 0.8218647 0.0303 1.4661 0.013 998.0 0.0009737 84.0
2353 0.59582442 0.0367 1.4661 0.013 998.0 0.0009737 84.0
2354 0.3648426 0.0493 1.4661 0.013 998.0 0.0009737 84.0
2355 0.2995232 0.0557 1.4661 0.013 998.0 0.0009737 84.0
2356 0.2513922 0.062 1.4661 0.013 998.0 0.0009737 84.0
2357 0.2159811 0.0683 1.4661 0.013 998.0 0.0009737 84.0
2358 0.18764391 0.0747 1.4661 0.013 998.0 0.0009737 84.0
2359 0.13002364 0.0937 1.4661 0.013 998.0 0.0009737 84.0
2360 0.11884849 0.1 1.4661 0.013 998.0 0.0009737 84.0
2361 20.689972 0.005 1.6755 0.013 998.0 0.0009737 96.0
2362 4.6644858 0.0113 1.6755 0.013 998.0 0.0009737 96.0
2363 2.1294741 0.0177 1.6755 0.013 998.0 0.0009737 96.0
2364 1.2473886 0.024 1.6755 0.013 998.0 0.0009737 96.0
2365 0.83135256 0.0303 1.6755 0.013 998.0 0.0009737 96.0
2366 0.45835612 0.043 1.6755 0.013 998.0 0.0009737 96.0
2367 0.29827204 0.0557 1.6755 0.013 998.0 0.0009737 96.0
2368 0.2498379 0.062 1.6755 0.013 998.0 0.0009737 96.0
2369 0.21362941 0.0683 1.6755 0.013 998.0 0.0009737 96.0
2370 0.1851019 0.0747 1.6755 0.013 998.0 0.0009737 96.0
2371 0.16270397 0.081 1.6755 0.013 998.0 0.0009737 96.0
2372 0.14446763 0.0873 1.6755 0.013 998.0 0.0009737 96.0
2373 0.11706884 0.1 1.6755 0.013 998.0 0.0009737 96.0
2374 21.152921 0.005 1.885 0.013 998.0 0.0009737 108.0
2375 4.7598834 0.0113 1.885 0.013 998.0 0.0009737 108.0
2376 2.1619998 0.0177 1.885 0.013 998.0 0.0009737 108.0
2377 0.83850576 0.0303 1.885 0.013 998.0 0.0009737 108.0
2378 0.60420226 0.0367 1.885 0.013 998.0 0.0009737 108.0
2379 0.45797273 0.043 1.885 0.013 998.0 0.0009737 108.0
2380 0.36284298 0.0493 1.885 0.013 998.0 0.0009737 108.0
2381 0.29680571 0.0557 1.885 0.013 998.0 0.0009737 108.0
2382 0.24883501 0.062 1.885 0.013 998.0 0.0009737 108.0
2383 0.21210996 0.0683 1.885 0.013 998.0 0.0009737 108.0
2384 0.16123197 0.081 1.885 0.013 998.0 0.0009737 108.0
2385 0.1443185 0.0873 1.885 0.013 998.0 0.0009737 108.0
2386 0.12943855 0.0937 1.885 0.013 998.0 0.0009737 108.0
2387 0.11701246 0.1 1.885 0.013 998.0 0.0009737 108.0
2388 21.627037 0.005 2.0944 0.013 998.0 0.0009737 120.0
2389 1.2742414 0.024 2.0944 0.013 998.0 0.0009737 120.0
2390 0.84509518 0.0303 2.0944 0.013 998.0 0.0009737 120.0
2391 0.60844624 0.0367 2.0944 0.013 998.0 0.0009737 120.0
2392 0.46309293 0.043 2.0944 0.013 998.0 0.0009737 120.0
2393 0.29996487 0.0557 2.0944 0.013 998.0 0.0009737 120.0
2394 0.25079109 0.062 2.0944 0.013 998.0 0.0009737 120.0
2395 0.21363569 0.0683 2.0944 0.013 998.0 0.0009737 120.0
2396 0.18521219 0.0747 2.0944 0.013 998.0 0.0009737 120.0
2397 0.14547363 0.0873 2.0944 0.013 998.0 0.0009737 120.0
2398 0.13023619 0.0937 2.0944 0.013 998.0 0.0009737 120.0
2399 0.11631588 0.1 2.0944 0.013 998.0 0.0009737 120.0
2400 22.05572 0.005 2.3038 0.013 998.0 0.0009737 132.0
2401 4.9340068 0.0113 2.3038 0.013 998.0 0.0009737 132.0
2402 2.2268015 0.0177 2.3038 0.013 998.0 0.0009737 132.0
2403 1.2951169 0.024 2.3038 0.013 998.0 0.0009737 132.0
2404 0.86111148 0.0303 2.3038 0.013 998.0 0.0009737 132.0
2405 0.4740467 0.043 2.3038 0.013 998.0 0.0009737 132.0
2406 0.37716958 0.0493 2.3038 0.013 998.0 0.0009737 132.0
2407 0.30792842 0.0557 2.3038 0.013 998.0 0.0009737 132.0
2408 0.25795165 0.062 2.3038 0.013 998.0 0.0009737 132.0
2409 0.22010379 0.0683 2.3038 0.013 998.0 0.0009737 132.0
2410 0.1901671 0.0747 2.3038 0.013 998.0 0.0009737 132.0
2411 0.16658701 0.081 2.3038 0.013 998.0 0.0009737 132.0
2412 0.14929854 0.0873 2.3038 0.013 998.0 0.0009737 132.0
2413 0.1334968 0.0937 2.3038 0.013 998.0 0.0009737 132.0
2414 0.1203382 0.1 2.3038 0.013 998.0 0.0009737 132.0
2415 22.497645 0.005 2.5133 0.013 998.0 0.0009737 144.0
2416 5.0220061 0.0113 2.5133 0.013 998.0 0.0009737 144.0
2417 2.2665183 0.0177 2.5133 0.013 998.0 0.0009737 144.0
2418 1.3213728 0.024 2.5133 0.013 998.0 0.0009737 144.0
2419 0.87924855 0.0303 2.5133 0.013 998.0 0.0009737 144.0
2420 0.63681147 0.0367 2.5133 0.013 998.0 0.0009737 144.0
2421 0.48802547 0.043 2.5133 0.013 998.0 0.0009737 144.0
2422 0.38786178 0.0493 2.5133 0.013 998.0 0.0009737 144.0
2423 0.31769782 0.0557 2.5133 0.013 998.0 0.0009737 144.0
2424 0.26548501 0.062 2.5133 0.013 998.0 0.0009737 144.0
2425 0.1955287 0.0747 2.5133 0.013 998.0 0.0009737 144.0
2426 0.17308049 0.081 2.5133 0.013 998.0 0.0009737 144.0
2427 0.1532845 0.0873 2.5133 0.013 998.0 0.0009737 144.0
2428 0.13589801 0.0937 2.5133 0.013 998.0 0.0009737 144.0
2429 22.95675 0.005 2.7227 0.013 998.0 0.0009737 156.0
2430 5.115245 0.0113 2.7227 0.013 998.0 0.0009737 156.0
2431 2.3134999 0.0177 2.7227 0.013 998.0 0.0009737 156.0
2432 1.3522666 0.024 2.7227 0.013 998.0 0.0009737 156.0
2433 0.90204963 0.0303 2.7227 0.013 998.0 0.0009737 156.0
2434 0.50189238 0.043 2.7227 0.013 998.0 0.0009737 156.0
2435 0.39930186 0.0493 2.7227 0.013 998.0 0.0009737 156.0
2436 0.32528285 0.0557 2.7227 0.013 998.0 0.0009737 156.0
2437 0.27188315 0.062 2.7227 0.013 998.0 0.0009737 156.0
2438 0.23330656 0.0683 2.7227 0.013 998.0 0.0009737 156.0
2439 0.20064177 0.0747 2.7227 0.013 998.0 0.0009737 156.0
2440 0.13876024 0.0937 2.7227 0.013 998.0 0.0009737 156.0
2441 0.12561257 0.1 2.7227 0.013 998.0 0.0009737 156.0
2442 23.387938 0.005 2.9322 0.013 998.0 0.0009737 168.0
2443 5.2141557 0.0113 2.9322 0.013 998.0 0.0009737 168.0
2444 0.67465931 0.0367 2.9322 0.013 998.0 0.0009737 168.0
2445 0.51590792 0.043 2.9322 0.013 998.0 0.0009737 168.0
2446 0.41129241 0.0493 2.9322 0.013 998.0 0.0009737 168.0
2447 0.33614463 0.0557 2.9322 0.013 998.0 0.0009737 168.0
2448 0.28122085 0.062 2.9322 0.013 998.0 0.0009737 168.0
2449 0.23951272 0.0683 2.9322 0.013 998.0 0.0009737 168.0
2450 0.20867744 0.0747 2.9322 0.013 998.0 0.0009737 168.0
2451 0.18216432 0.081 2.9322 0.013 998.0 0.0009737 168.0
2452 0.16047545 0.0873 2.9322 0.013 998.0 0.0009737 168.0
2453 0.14191486 0.0937 2.9322 0.013 998.0 0.0009737 168.0
2454 0.12850609 0.1 2.9322 0.013 998.0 0.0009737 168.0
2455 23.84079 0.005 3.1416 0.013 998.0 0.0009737 180.0
2456 5.3188746 0.0113 3.1416 0.013 998.0 0.0009737 180.0
2457 2.4164364 0.0177 3.1416 0.013 998.0 0.0009737 180.0
2458 1.4220111 0.024 3.1416 0.013 998.0 0.0009737 180.0
2459 0.95221411 0.0303 3.1416 0.013 998.0 0.0009737 180.0
2460 0.6919496 0.0367 3.1416 0.013 998.0 0.0009737 180.0
2461 0.53031719 0.043 3.1416 0.013 998.0 0.0009737 180.0
2462 0.42324463 0.0493 3.1416 0.013 998.0 0.0009737 180.0
2463 0.34626952 0.0557 3.1416 0.013 998.0 0.0009737 180.0
2464 0.28951181 0.062 3.1416 0.013 998.0 0.0009737 180.0
2465 0.24598912 0.0683 3.1416 0.013 998.0 0.0009737 180.0
2466 0.21208005 0.0747 3.1416 0.013 998.0 0.0009737 180.0
2467 0.1855183 0.081 3.1416 0.013 998.0 0.0009737 180.0
2468 0.16541054 0.0873 3.1416 0.013 998.0 0.0009737 180.0
2469 0.13221363 0.1 3.1416 0.013 998.0 0.0009737 180.0
2553 17.445006 0.005 0.0175 0.014 998.0 0.0009737 1.0
2554 3.4020181 0.0113 0.0175 0.014 998.0 0.0009737 1.0
2555 1.4042184 0.0177 0.0175 0.014 998.0 0.0009737 1.0
2556 0.76113945 0.024 0.0175 0.014 998.0 0.0009737 1.0
2557 0.47721555 0.0303 0.0175 0.014 998.0 0.0009737 1.0
2558 0.32750648 0.0367 0.0175 0.014 998.0 0.0009737 1.0
2559 0.14242773 0.0557 0.0175 0.014 998.0 0.0009737 1.0
2560 0.11495101 0.062 0.0175 0.014 998.0 0.0009737 1.0
2561 0.09473812 0.0683 0.0175 0.014 998.0 0.0009737 1.0
2562 0.079435525 0.0747 0.0175 0.014 998.0 0.0009737 1.0
2563 0.058295772 0.0873 0.0175 0.014 998.0 0.0009737 1.0
2564 0.050637799 0.0937 0.0175 0.014 998.0 0.0009737 1.0
2565 0.04447182 0.1 0.0175 0.014 998.0 0.0009737 1.0
2566 3.5437086 0.0113 0.2094 0.014 998.0 0.0009737 12.0
2567 1.4900856 0.0177 0.2094 0.014 998.0 0.0009737 12.0
2568 0.82440456 0.024 0.2094 0.014 998.0 0.0009737 12.0
2569 0.2709219 0.043 0.2094 0.014 998.0 0.0009737 12.0
2570 0.20859438 0.0493 0.2094 0.014 998.0 0.0009737 12.0
2571 0.16592667 0.0557 0.2094 0.014 998.0 0.0009737 12.0
2572 0.13551623 0.062 0.2094 0.014 998.0 0.0009737 12.0
2573 0.11277442 0.0683 0.2094 0.014 998.0 0.0009737 12.0
2574 0.081504544 0.081 0.2094 0.014 998.0 0.0009737 12.0
2575 0.070623786 0.0873 0.2094 0.014 998.0 0.0009737 12.0
2576 0.061828673 0.0937 0.2094 0.014 998.0 0.0009737 12.0
2577 0.054470007 0.1 0.2094 0.014 998.0 0.0009737 12.0
2578 18.460334 0.005 0.4189 0.014 998.0 0.0009737 24.0
2579 3.7967371 0.0113 0.4189 0.014 998.0 0.0009737 24.0
2580 1.6384126 0.0177 0.4189 0.014 998.0 0.0009737 24.0
2581 0.91920239 0.024 0.4189 0.014 998.0 0.0009737 24.0
2582 0.58965627 0.0303 0.4189 0.014 998.0 0.0009737 24.0
2583 0.41146165 0.0367 0.4189 0.014 998.0 0.0009737 24.0
2584 0.3054215 0.043 0.4189 0.014 998.0 0.0009737 24.0
2585 0.18940344 0.0557 0.4189 0.014 998.0 0.0009737 24.0
2586 0.15480205 0.062 0.4189 0.014 998.0 0.0009737 24.0
2587 0.13160295 0.0683 0.4189 0.014 998.0 0.0009737 24.0
2588 0.11292782 0.0747 0.4189 0.014 998.0 0.0009737 24.0
2589 0.098197094 0.081 0.4189 0.014 998.0 0.0009737 24.0
2590 0.076354876 0.0937 0.4189 0.014 998.0 0.0009737 24.0
2591 0.067912303 0.1 0.4189 0.014 998.0 0.0009737 24.0
2592 19.159345 0.005 0.6283 0.014 998.0 0.0009737 36.0
2593 4.0844115 0.0113 0.6283 0.014 998.0 0.0009737 36.0
2594 1.800049 0.0177 0.6283 0.014 998.0 0.0009737 36.0
2595 1.026131 0.024 0.6283 0.014 998.0 0.0009737 36.0
2596 0.47654495 0.0367 0.6283 0.014 998.0 0.0009737 36.0
2597 0.3601435 0.043 0.6283 0.014 998.0 0.0009737 36.0
2598 0.28172666 0.0493 0.6283 0.014 998.0 0.0009737 36.0
2599 0.22877822 0.0557 0.6283 0.014 998.0 0.0009737 36.0
2600 0.19057911 0.062 0.6283 0.014 998.0 0.0009737 36.0
2601 0.16184616 0.0683 0.6283 0.014 998.0 0.0009737 36.0
2602 0.1394522 0.0747 0.6283 0.014 998.0 0.0009737 36.0
2603 0.12157625 0.081 0.6283 0.014 998.0 0.0009737 36.0
2604 0.10694002 0.0873 0.6283 0.014 998.0 0.0009737 36.0
2605 0.094002604 0.0937 0.6283 0.014 998.0 0.0009737 36.0
2606 0.084485691 0.1 0.6283 0.014 998.0 0.0009737 36.0
2607 19.899222 0.005 0.8378 0.014 998.0 0.0009737 48.0
2608 4.3640503 0.0113 0.8378 0.014 998.0 0.0009737 48.0
2609 1.9647298 0.0177 0.8378 0.014 998.0 0.0009737 48.0
2610 0.54441016 0.0367 0.8378 0.014 998.0 0.0009737 48.0
2611 0.41679729 0.043 0.8378 0.014 998.0 0.0009737 48.0
2612 0.33006425 0.0493 0.8378 0.014 998.0 0.0009737 48.0
2613 0.2710366 0.0557 0.8378 0.014 998.0 0.0009737 48.0
2614 0.22800374 0.062 0.8378 0.014 998.0 0.0009737 48.0
2615 0.19547777 0.0683 0.8378 0.014 998.0 0.0009737 48.0
2616 0.16915147 0.0747 0.8378 0.014 998.0 0.0009737 48.0
2617 0.14789438 0.081 0.8378 0.014 998.0 0.0009737 48.0
2618 0.13199793 0.0873 0.8378 0.014 998.0 0.0009737 48.0
2619 0.10590893 0.1 0.8378 0.014 998.0 0.0009737 48.0
2620 20.643493 0.005 1.0472 0.014 998.0 0.0009737 60.0
2621 4.6175822 0.0113 1.0472 0.014 998.0 0.0009737 60.0
2622 1.2372737 0.024 1.0472 0.014 998.0 0.0009737 60.0
2623 0.82982711 0.0303 1.0472 0.014 998.0 0.0009737 60.0
2624 0.601921 0.0367 1.0472 0.014 998.0 0.0009737 60.0
2625 0.37134935 0.0493 1.0472 0.014 998.0 0.0009737 60.0
2626 0.30669981 0.0557 1.0472 0.014 998.0 0.0009737 60.0
2627 0.22256316 0.0683 1.0472 0.014 998.0 0.0009737 60.0
2628 0.17009147 0.081 1.0472 0.014 998.0 0.0009737 60.0
2629 0.15190813 0.0873 1.0472 0.014 998.0 0.0009737 60.0
2630 0.13588004 0.0937 1.0472 0.014 998.0 0.0009737 60.0
2631 0.12184555 0.1 1.0472 0.014 998.0 0.0009737 60.0
2632 21.307781 0.005 1.2566 0.014 998.0 0.0009737 72.0
2633 4.8240211 0.0113 1.2566 0.014 998.0 0.0009737 72.0
2634 2.2152662 0.0177 1.2566 0.014 998.0 0.0009737 72.0
2635 0.87903432 0.0303 1.2566 0.014 998.0 0.0009737 72.0
2636 0.64010151 0.0367 1.2566 0.014 998.0 0.0009737 72.0
2637 0.49423257 0.043 1.2566 0.014 998.0 0.0009737 72.0
2638 0.32687508 0.0557 1.2566 0.014 998.0 0.0009737 72.0
2639 0.27583771 0.062 1.2566 0.014 998.0 0.0009737 72.0
2640 0.20571955 0.0747 1.2566 0.014 998.0 0.0009737 72.0
2641 0.18088099 0.081 1.2566 0.014 998.0 0.0009737 72.0
2642 0.16185982 0.0873 1.2566 0.014 998.0 0.0009737 72.0
2643 0.14372447 0.0937 1.2566 0.014 998.0 0.0009737 72.0
2644 0.13079057 0.1 1.2566 0.014 998.0 0.0009737 72.0
2645 21.928423 0.005 1.4661 0.014 998.0 0.0009737 84.0
2646 2.2884829 0.0177 1.4661 0.014 998.0 0.0009737 84.0
2647 1.3476381 0.024 1.4661 0.014 998.0 0.0009737 84.0
2648 0.90535276 0.0303 1.4661 0.014 998.0 0.0009737 84.0
2649 0.50535281 0.043 1.4661 0.014 998.0 0.0009737 84.0
2650 0.33158256 0.0557 1.4661 0.014 998.0 0.0009737 84.0
2651 0.27855328 0.062 1.4661 0.014 998.0 0.0009737 84.0
2652 0.23980598 0.0683 1.4661 0.014 998.0 0.0009737 84.0
2653 0.20860958 0.0747 1.4661 0.014 998.0 0.0009737 84.0
2654 0.16333261 0.0873 1.4661 0.014 998.0 0.0009737 84.0
2655 0.14444019 0.0937 1.4661 0.014 998.0 0.0009737 84.0
2656 0.13230126 0.1 1.4661 0.014 998.0 0.0009737 84.0
2657 22.512099 0.005 1.6755 0.014 998.0 0.0009737 96.0
2658 2.335882 0.0177 1.6755 0.014 998.0 0.0009737 96.0
2659 1.3697442 0.024 1.6755 0.014 998.0 0.0009737 96.0
2660 0.91393065 0.0303 1.6755 0.014 998.0 0.0009737 96.0
2661 0.66122167 0.0367 1.6755 0.014 998.0 0.0009737 96.0
2662 0.32972203 0.0557 1.6755 0.014 998.0 0.0009737 96.0
2663 0.27660279 0.062 1.6755 0.014 998.0 0.0009737 96.0
2664 0.23679767 0.0683 1.6755 0.014 998.0 0.0009737 96.0
2665 0.20557211 0.0747 1.6755 0.014 998.0 0.0009737 96.0
2666 0.18090463 0.081 1.6755 0.014 998.0 0.0009737 96.0
2667 0.16074396 0.0873 1.6755 0.014 998.0 0.0009737 96.0
2668 0.14409743 0.0937 1.6755 0.014 998.0 0.0009737 96.0
2669 23.017458 0.005 1.885 0.014 998.0 0.0009737 108.0
2670 5.2072465 0.0113 1.885 0.014 998.0 0.0009737 108.0
2671 2.36932 0.0177 1.885 0.014 998.0 0.0009737 108.0
2672 1.3841612 0.024 1.885 0.014 998.0 0.0009737 108.0
2673 0.92103573 0.0303 1.885 0.014 998.0 0.0009737 108.0
