materials Del_P Pipe_D angle Inlet_V Density Viscosity "Elbow angle"
945 0.73940751 0.0493 2.9322 0.02 998.0 0.0009737 168.0
946 0.68989634 0.0493 2.9322 0.019 998.0 0.0009737 168.0
947 0.64047667 0.0493 2.9322 0.018 998.0 0.0009737 168.0
948 0.59159392 0.0493 2.9322 0.017 998.0 0.0009737 168.0
949 0.54388437 0.0493 2.9322 0.016 998.0 0.0009737 168.0
950 0.5464911 0.0557 2.0944 0.02 998.0 0.0009737 120.0
951 0.50782062 0.0557 2.0944 0.019 998.0 0.0009737 120.0
952 0.46998086 0.0557 2.0944 0.018 998.0 0.0009737 120.0
953 0.43329842 0.0557 2.0944 0.017 998.0 0.0009737 120.0
954 0.39803819 0.0557 2.0944 0.016 998.0 0.0009737 120.0
955 0.56097466 0.0557 2.3038 0.02 998.0 0.0009737 132.0
956 0.52157459 0.0557 2.3038 0.019 998.0 0.0009737 132.0
957 0.48286767 0.0557 2.3038 0.018 998.0 0.0009737 132.0
958 0.44513286 0.0557 2.3038 0.017 998.0 0.0009737 132.0
959 0.4087337 0.0557 2.3038 0.016 998.0 0.0009737 132.0
960 0.56991077 0.0557 2.5133 0.02 998.0 0.0009737 144.0
961 0.53094605 0.0557 2.5133 0.019 998.0 0.0009737 144.0
962 0.49301462 0.0557 2.5133 0.018 998.0 0.0009737 144.0
963 0.45580536 0.0557 2.5133 0.017 998.0 0.0009737 144.0
964 0.41920635 0.0557 2.5133 0.016 998.0 0.0009737 144.0
965 0.58836581 0.0557 2.7227 0.02 998.0 0.0009737 156.0
966 0.54948359 0.0557 2.7227 0.019 998.0 0.0009737 156.0
967 0.51076629 0.0557 2.7227 0.018 998.0 0.0009737 156.0
968 0.47186175 0.0557 2.7227 0.017 998.0 0.0009737 156.0
969 0.43326374 0.0557 2.7227 0.016 998.0 0.0009737 156.0
970 0.60402099 0.0557 2.9322 0.02 998.0 0.0009737 168.0
971 0.56463301 0.0557 2.9322 0.019 998.0 0.0009737 168.0
972 0.52561148 0.0557 2.9322 0.018 998.0 0.0009737 168.0
973 0.48669064 0.0557 2.9322 0.017 998.0 0.0009737 168.0
974 0.44783649 0.0557 2.9322 0.016 998.0 0.0009737 168.0
975 0.45576014 0.062 2.0944 0.02 998.0 0.0009737 120.0
976 0.42388027 0.062 2.0944 0.019 998.0 0.0009737 120.0
977 0.39306321 0.062 2.0944 0.018 998.0 0.0009737 120.0
978 0.3630824 0.062 2.0944 0.017 998.0 0.0009737 120.0
979 0.33368512 0.062 2.0944 0.016 998.0 0.0009737 120.0
980 0.46916306 0.062 2.3038 0.02 998.0 0.0009737 132.0
981 0.43511352 0.062 2.3038 0.019 998.0 0.0009737 132.0
982 0.40286379 0.062 2.3038 0.018 998.0 0.0009737 132.0
983 0.37218585 0.062 2.3038 0.017 998.0 0.0009737 132.0
984 0.34243772 0.062 2.3038 0.016 998.0 0.0009737 132.0
985 0.48374616 0.062 2.5133 0.02 998.0 0.0009737 144.0
986 0.45087709 0.062 2.5133 0.019 998.0 0.0009737 144.0
987 0.41864669 0.062 2.5133 0.018 998.0 0.0009737 144.0
988 0.3866882 0.062 2.5133 0.017 998.0 0.0009737 144.0
989 0.35488709 0.062 2.5133 0.016 998.0 0.0009737 144.0
990 0.49310624 0.062 2.7227 0.02 998.0 0.0009737 156.0
991 0.4594782 0.062 2.7227 0.019 998.0 0.0009737 156.0
992 0.42736233 0.062 2.7227 0.018 998.0 0.0009737 156.0
993 0.39597747 0.062 2.7227 0.017 998.0 0.0009737 156.0
994 0.36474102 0.062 2.7227 0.016 998.0 0.0009737 156.0
995 0.50562035 0.062 2.9322 0.02 998.0 0.0009737 168.0
996 0.47145448 0.062 2.9322 0.019 998.0 0.0009737 168.0
997 0.43871505 0.062 2.9322 0.018 998.0 0.0009737 168.0
998 0.40693683 0.062 2.9322 0.017 998.0 0.0009737 168.0
999 0.3754897 0.062 2.9322 0.016 998.0 0.0009737 168.0
1001 22.855265 0.005 0.0175 0.0183 998.0 0.0009737 1.0
1002 20.773773 0.005 0.0175 0.0167 998.0 0.0009737 1.0
1003 18.693054 0.005 0.0175 0.015 998.0 0.0009737 1.0
1004 16.61313 0.005 0.0175 0.0133 998.0 0.0009737 1.0
1005 14.534029 0.005 0.0175 0.0117 998.0 0.0009737 1.0
1006 12.45573 0.005 0.0175 0.01 998.0 0.0009737 1.0
1007 10.378248 0.005 0.0175 0.0083 998.0 0.0009737 1.0
1008 8.3015823 0.005 0.0175 0.0067 998.0 0.0009737 1.0
1009 6.2256936 0.005 0.0175 0.005 998.0 0.0009737 1.0
1010 26.412027 0.005 0.3491 0.02 998.0 0.0009737 20.0
1011 24.11599 0.005 0.3491 0.0183 998.0 0.0009737 20.0
1012 21.841615 0.005 0.3491 0.0167 998.0 0.0009737 20.0
1013 19.588684 0.005 0.3491 0.015 998.0 0.0009737 20.0
1014 17.35648 0.005 0.3491 0.0133 998.0 0.0009737 20.0
1015 15.143673 0.005 0.3491 0.0117 998.0 0.0009737 20.0
1016 12.948335 0.005 0.3491 0.01 998.0 0.0009737 20.0
1017 10.768041 0.005 0.3491 0.0083 998.0 0.0009737 20.0
1018 8.6000982 0.005 0.3491 0.0067 998.0 0.0009737 20.0
1019 6.4418107 0.005 0.3491 0.005 998.0 0.0009737 20.0
1020 28.715214 0.005 0.6981 0.02 998.0 0.0009737 40.0
1021 26.059172 0.005 0.6981 0.0183 998.0 0.0009737 40.0
1022 23.45578 0.005 0.6981 0.0167 998.0 0.0009737 40.0
1023 20.906979 0.005 0.6981 0.015 998.0 0.0009737 40.0
1024 18.413887 0.005 0.6981 0.0133 998.0 0.0009737 40.0
1025 15.975869 0.005 0.6981 0.0117 998.0 0.0009737 40.0
1026 13.589994 0.005 0.6981 0.01 998.0 0.0009737 40.0
1027 11.251136 0.005 0.6981 0.0083 998.0 0.0009737 40.0
1028 8.9523515 0.005 0.6981 0.0067 998.0 0.0009737 40.0
1029 6.6857248 0.005 0.6981 0.005 998.0 0.0009737 40.0
1031 28.050182 0.005 1.0472 0.0183 998.0 0.0009737 60.0
1032 25.139616 0.005 1.0472 0.0167 998.0 0.0009737 60.0
1033 22.305602 0.005 1.0472 0.015 998.0 0.0009737 60.0
1034 19.551708 0.005 1.0472 0.0133 998.0 0.0009737 60.0
1035 16.879808 0.005 1.0472 0.0117 998.0 0.0009737 60.0
1036 14.289083 0.005 1.0472 0.01 998.0 0.0009737 60.0
1037 11.77531 0.005 1.0472 0.0083 998.0 0.0009737 60.0
1038 9.3306025 0.005 1.0472 0.0067 998.0 0.0009737 60.0
1039 6.9440554 0.005 1.0472 0.005 998.0 0.0009737 60.0
1040 32.896909 0.005 1.3963 0.02 998.0 0.0009737 80.0
1041 29.686621 0.005 1.3963 0.0183 998.0 0.0009737 80.0
1042 26.556735 0.005 1.3963 0.0167 998.0 0.0009737 80.0
1043 23.51209 0.005 1.3963 0.015 998.0 0.0009737 80.0
1044 20.557331 0.005 1.3963 0.0133 998.0 0.0009737 80.0
1045 17.697168 0.005 1.3963 0.0117 998.0 0.0009737 80.0
1046 14.933289 0.005 1.3963 0.01 998.0 0.0009737 80.0
1047 12.264372 0.005 1.3963 0.0083 998.0 0.0009737 80.0
1048 9.6852509 0.005 1.3963 0.0067 998.0 0.0009737 80.0
1049 7.1859067 0.005 1.3963 0.005 998.0 0.0009737 80.0
1050 34.35535 0.005 1.7453 0.02 998.0 0.0009737 100.0
1051 31.003036 0.005 1.7453 0.0183 998.0 0.0009737 100.0
1052 27.73031 0.005 1.7453 0.0167 998.0 0.0009737 100.0
1053 24.542375 0.005 1.7453 0.015 998.0 0.0009737 100.0
1054 21.444364 0.005 1.7453 0.0133 998.0 0.0009737 100.0
1055 18.442128 0.005 1.7453 0.0117 998.0 0.0009737 100.0
1056 15.539445 0.005 1.7453 0.01 998.0 0.0009737 100.0
1057 12.738346 0.005 1.7453 0.0083 998.0 0.0009737 100.0
1058 10.037525 0.005 1.7453 0.0067 998.0 0.0009737 100.0
1059 7.4305949 0.005 1.7453 0.005 998.0 0.0009737 100.0
1061 32.143998 0.005 2.0944 0.0183 998.0 0.0009737 120.0
1062 28.765606 0.005 2.0944 0.0167 998.0 0.0009737 120.0
1063 25.46856 0.005 2.0944 0.015 998.0 0.0009737 120.0
1064 22.258197 0.005 2.0944 0.0133 998.0 0.0009737 120.0
1065 19.140264 0.005 2.0944 0.0117 998.0 0.0009737 120.0
1066 16.120291 0.005 2.0944 0.01 998.0 0.0009737 120.0
1067 13.202708 0.005 2.0944 0.0083 998.0 0.0009737 120.0
1068 10.389828 0.005 2.0944 0.0067 998.0 0.0009737 120.0
1069 7.6794943 0.005 2.0944 0.005 998.0 0.0009737 120.0
1070 36.732141 0.005 2.4435 0.02 998.0 0.0009737 140.0
1071 33.183538 0.005 2.4435 0.0183 998.0 0.0009737 140.0
1072 29.709263 0.005 2.4435 0.0167 998.0 0.0009737 140.0
1073 26.313718 0.005 2.4435 0.015 998.0 0.0009737 140.0
1074 23.002047 0.005 2.4435 0.0133 998.0 0.0009737 140.0
1075 19.780439 0.005 2.4435 0.0117 998.0 0.0009737 140.0
1076 16.655068 0.005 2.4435 0.01 998.0 0.0009737 140.0
1077 13.632168 0.005 2.4435 0.0083 998.0 0.0009737 140.0
1078 10.716943 0.005 2.4435 0.0067 998.0 0.0009737 140.0
1079 7.9109987 0.005 2.4435 0.005 998.0 0.0009737 140.0
1080 37.923271 0.005 2.7925 0.02 998.0 0.0009737 160.0
1081 34.267851 0.005 2.7925 0.0183 998.0 0.0009737 160.0
1082 30.686665 0.005 2.7925 0.0167 998.0 0.0009737 160.0
1083 27.183534 0.005 2.7925 0.015 998.0 0.0009737 160.0
1084 23.763761 0.005 2.7925 0.0133 998.0 0.0009737 160.0
1085 20.433806 0.005 2.7925 0.0117 998.0 0.0009737 160.0
1086 17.200419 0.005 2.7925 0.01 998.0 0.0009737 160.0
1087 14.0709 0.005 2.7925 0.0083 998.0 0.0009737 160.0
1088 11.052529 0.005 2.7925 0.0067 998.0 0.0009737 160.0
1089 8.1498104 0.005 2.7925 0.005 998.0 0.0009737 160.0
1090 39.169213 0.005 3.1416 0.02 998.0 0.0009737 180.0
1091 35.392986 0.005 3.1416 0.0183 998.0 0.0009737 180.0
1092 31.692917 0.005 3.1416 0.0167 998.0 0.0009737 180.0
1093 28.072643 0.005 3.1416 0.015 998.0 0.0009737 180.0
1094 24.537156 0.005 3.1416 0.0133 998.0 0.0009737 180.0
1095 21.09302 0.005 3.1416 0.0117 998.0 0.0009737 180.0
1096 17.747663 0.005 3.1416 0.01 998.0 0.0009737 180.0
1097 14.509692 0.005 3.1416 0.0083 998.0 0.0009737 180.0
1098 11.387574 0.005 3.1416 0.0067 998.0 0.0009737 180.0
1099 8.3882479 0.005 3.1416 0.005 998.0 0.0009737 180.0
1100 2.5905974 0.0156 0.0175 0.02 998.0 0.0009737 1.0
1101 2.37357 0.0156 0.0175 0.0183 998.0 0.0009737 1.0
1102 2.1567273 0.0156 0.0175 0.0167 998.0 0.0009737 1.0
1103 1.9400723 0.0156 0.0175 0.015 998.0 0.0009737 1.0
1104 1.7236126 0.0156 0.0175 0.0133 998.0 0.0009737 1.0
1105 1.507357 0.0156 0.0175 0.0117 998.0 0.0009737 1.0
1106 1.2913112 0.0156 0.0175 0.01 998.0 0.0009737 1.0
1107 1.0754865 0.0156 0.0175 0.0083 998.0 0.0009737 1.0
1108 0.85989433 0.0156 0.0175 0.0067 998.0 0.0009737 1.0
1109 0.64454992 0.0156 0.0175 0.005 998.0 0.0009737 1.0
1110 2.9921489 0.0156 0.3491 0.02 998.0 0.0009737 20.0
1111 2.7190291 0.0156 0.3491 0.0183 998.0 0.0009737 20.0
1112 2.4486132 0.0156 0.3491 0.0167 998.0 0.0009737 20.0
1113 2.1814316 0.0156 0.3491 0.015 998.0 0.0009737 20.0
1114 1.9179014 0.0156 0.3491 0.0133 998.0 0.0009737 20.0
1115 1.6585529 0.0156 0.3491 0.0117 998.0 0.0009737 20.0
1116 1.4039865 0.0156 0.3491 0.01 998.0 0.0009737 20.0
1117 1.1549272 0.0156 0.3491 0.0083 998.0 0.0009737 20.0
1118 0.91210202 0.0156 0.3491 0.0067 998.0 0.0009737 20.0
1119 0.67607055 0.0156 0.3491 0.005 998.0 0.0009737 20.0
1120 3.5679639 0.0156 0.6981 0.02 998.0 0.0009737 40.0
1121 3.2163848 0.0156 0.6981 0.0183 998.0 0.0009737 40.0
1122 2.8725488 0.0156 0.6981 0.0167 998.0 0.0009737 40.0
1123 2.5365004 0.0156 0.6981 0.015 998.0 0.0009737 40.0
1124 2.2087976 0.0156 0.6981 0.0133 998.0 0.0009737 40.0
1125 1.8896169 0.0156 0.6981 0.0117 998.0 0.0009737 40.0
1126 1.5797875 0.0156 0.6981 0.01 998.0 0.0009737 40.0
1127 1.2806395 0.0156 0.6981 0.0083 998.0 0.0009737 40.0
1128 0.99408516 0.0156 0.6981 0.0067 998.0 0.0009737 40.0
1129 0.72295293 0.0156 0.6981 0.005 998.0 0.0009737 40.0
1130 4.1209024 0.0156 1.0472 0.02 998.0 0.0009737 60.0
1131 3.6913401 0.0156 1.0472 0.0183 998.0 0.0009737 60.0
1132 3.2739174 0.0156 1.0472 0.0167 998.0 0.0009737 60.0
1133 2.8693907 0.0156 1.0472 0.015 998.0 0.0009737 60.0
1134 2.4789081 0.0156 1.0472 0.0133 998.0 0.0009737 60.0
1135 2.1032904 0.0156 1.0472 0.0117 998.0 0.0009737 60.0
1136 1.7434601 0.0156 1.0472 0.01 998.0 0.0009737 60.0
1137 1.4002101 0.0156 1.0472 0.0083 998.0 0.0009737 60.0
1138 1.0753565 0.0156 1.0472 0.0067 998.0 0.0009737 60.0
1139 0.77184365 0.0156 1.0472 0.005 998.0 0.0009737 60.0
1140 4.4467106 0.0156 1.3963 0.02 998.0 0.0009737 80.0
1141 3.9793965 0.0156 1.3963 0.0183 998.0 0.0009737 80.0
1142 3.525494 0.0156 1.3963 0.0167 998.0 0.0009737 80.0
1143 3.0858376 0.0156 1.3963 0.015 998.0 0.0009737 80.0
1144 2.6612788 0.0156 1.3963 0.0133 998.0 0.0009737 80.0
1145 2.253202 0.0156 1.3963 0.0117 998.0 0.0009737 80.0
1146 1.8631121 0.0156 1.3963 0.01 998.0 0.0009737 80.0
1147 1.4919173 0.0156 1.3963 0.0083 998.0 0.0009737 80.0
1148 1.14145 0.0156 1.3963 0.0067 998.0 0.0009737 80.0
1149 0.81483465 0.0156 1.3963 0.005 998.0 0.0009737 80.0
1150 4.5830839 0.0156 1.7453 0.02 998.0 0.0009737 100.0
1151 4.1094073 0.0156 1.7453 0.0183 998.0 0.0009737 100.0
1152 3.6476642 0.0156 1.7453 0.0167 998.0 0.0009737 100.0
1153 3.1991003 0.0156 1.7453 0.015 998.0 0.0009737 100.0
1154 2.7646995 0.0156 1.7453 0.0133 998.0 0.0009737 100.0
1155 2.3452864 0.0156 1.7453 0.0117 998.0 0.0009737 100.0
1156 1.942185 0.0156 1.7453 0.01 998.0 0.0009737 100.0
1157 1.5570433 0.0156 1.7453 0.0083 998.0 0.0009737 100.0
1158 1.1920812 0.0156 1.7453 0.0067 998.0 0.0009737 100.0
1159 0.8506758 0.0156 1.7453 0.005 998.0 0.0009737 100.0
1160 4.6634972 0.0156 2.0944 0.02 998.0 0.0009737 120.0
1161 4.1886369 0.0156 2.0944 0.0183 998.0 0.0009737 120.0
1162 3.7255779 0.0156 2.0944 0.0167 998.0 0.0009737 120.0
1163 3.2748698 0.0156 2.0944 0.015 998.0 0.0009737 120.0
1164 2.836848 0.0156 2.0944 0.0133 998.0 0.0009737 120.0
1165 2.4121339 0.0156 2.0944 0.0117 998.0 0.0009737 120.0
1166 2.0020114 0.0156 2.0944 0.01 998.0 0.0009737 120.0
1167 1.6084564 0.0156 2.0944 0.0083 998.0 0.0009737 120.0
1168 1.2339683 0.0156 2.0944 0.0067 998.0 0.0009737 120.0
1169 0.88198937 0.0156 2.0944 0.005 998.0 0.0009737 120.0
1170 4.7952656 0.0156 2.4435 0.02 998.0 0.0009737 140.0
1171 4.3044952 0.0156 2.4435 0.0183 998.0 0.0009737 140.0
1172 3.8274928 0.0156 2.4435 0.0167 998.0 0.0009737 140.0
1173 3.3642649 0.0156 2.4435 0.015 998.0 0.0009737 140.0
1174 2.9150725 0.0156 2.4435 0.0133 998.0 0.0009737 140.0
1175 2.4801606 0.0156 2.4435 0.0117 998.0 0.0009737 140.0
1176 2.0603554 0.0156 2.4435 0.01 998.0 0.0009737 140.0
1177 1.6574908 0.0156 2.4435 0.0083 998.0 0.0009737 140.0
1178 1.2736045 0.0156 2.4435 0.0067 998.0 0.0009737 140.0
1179 0.91173837 0.0156 2.4435 0.005 998.0 0.0009737 140.0
1180 4.9806683 0.0156 2.7925 0.02 998.0 0.0009737 160.0
1181 4.4635077 0.0156 2.7925 0.0183 998.0 0.0009737 160.0
1182 3.9623438 0.0156 2.7925 0.0167 998.0 0.0009737 160.0
1183 3.4771402 0.0156 2.7925 0.015 998.0 0.0009737 160.0
1184 3.0088828 0.0156 2.7925 0.0133 998.0 0.0009737 160.0
1185 2.557911 0.0156 2.7925 0.0117 998.0 0.0009737 160.0
1186 2.1244306 0.0156 2.7925 0.01 998.0 0.0009737 160.0
1187 1.7095583 0.0156 2.7925 0.0083 998.0 0.0009737 160.0
1188 1.3145443 0.0156 2.7925 0.0067 998.0 0.0009737 160.0
1189 0.94173202 0.0156 2.7925 0.005 998.0 0.0009737 160.0
1190 5.1933389 0.0156 3.1416 0.02 998.0 0.0009737 180.0
1191 4.6464657 0.0156 3.1416 0.0183 998.0 0.0009737 180.0
1192 4.117165 0.0156 3.1416 0.0167 998.0 0.0009737 180.0
1193 3.6066022 0.0156 3.1416 0.015 998.0 0.0009737 180.0
1194 3.1157872 0.0156 3.1416 0.0133 998.0 0.0009737 180.0
1195 2.6452707 0.0156 3.1416 0.0117 998.0 0.0009737 180.0
1196 2.195084 0.0156 3.1416 0.01 998.0 0.0009737 180.0
1197 1.7656975 0.0156 3.1416 0.0083 998.0 0.0009737 180.0
1198 1.3576276 0.0156 3.1416 0.0067 998.0 0.0009737 180.0
1199 0.97253464 0.0156 3.1416 0.005 998.0 0.0009737 180.0
1200 0.9214029 0.0261 0.0175 0.02 998.0 0.0009737 1.0
1201 0.84405114 0.0261 0.0175 0.0183 998.0 0.0009737 1.0
1202 0.76679004 0.0261 0.0175 0.0167 998.0 0.0009737 1.0
1203 0.68962029 0.0261 0.0175 0.015 998.0 0.0009737 1.0
1204 0.61254587 0.0261 0.0175 0.0133 998.0 0.0009737 1.0
1205 0.53557067 0.0261 0.0175 0.0117 998.0 0.0009737 1.0
1206 0.45869788 0.0261 0.0175 0.01 998.0 0.0009737 1.0
1207 0.3819332 0.0261 0.0175 0.0083 998.0 0.0009737 1.0
1208 0.30528266 0.0261 0.0175 0.0067 998.0 0.0009737 1.0
1209 0.22875451 0.0261 0.0175 0.005 998.0 0.0009737 1.0
1210 1.116506 0.0261 0.3491 0.02 998.0 0.0009737 20.0
1211 1.0155998 0.0261 0.3491 0.0183 998.0 0.0009737 20.0
1212 0.9149829 0.0261 0.3491 0.0167 998.0 0.0009737 20.0
1213 0.81499361 0.0261 0.3491 0.015 998.0 0.0009737 20.0
1214 0.71596976 0.0261 0.3491 0.0133 998.0 0.0009737 20.0
1215 0.61815984 0.0261 0.3491 0.0117 998.0 0.0009737 20.0
1216 0.52178553 0.0261 0.3491 0.01 998.0 0.0009737 20.0
1217 0.42730342 0.0261 0.3491 0.0083 998.0 0.0009737 20.0
1218 0.3351893 0.0261 0.3491 0.0067 998.0 0.0009737 20.0
1219 0.24605109 0.0261 0.3491 0.005 998.0 0.0009737 20.0
1220 1.4133846 0.0261 0.6981 0.02 998.0 0.0009737 40.0
1221 1.2703504 0.0261 0.6981 0.0183 998.0 0.0009737 40.0
1222 1.130999 0.0261 0.6981 0.0167 998.0 0.0009737 40.0
1223 0.99530079 0.0261 0.6981 0.015 998.0 0.0009737 40.0
1224 0.8633618 0.0261 0.6981 0.0133 998.0 0.0009737 40.0
1225 0.73562376 0.0261 0.6981 0.0117 998.0 0.0009737 40.0
1226 0.61247257 0.0261 0.6981 0.01 998.0 0.0009737 40.0
1227 0.49400858 0.0261 0.6981 0.0083 998.0 0.0009737 40.0
1228 0.38059015 0.0261 0.6981 0.0067 998.0 0.0009737 40.0
1229 0.27298079 0.0261 0.6981 0.005 998.0 0.0009737 40.0
1230 1.7054909 0.0261 1.0472 0.02 998.0 0.0009737 60.0
1231 1.5187936 0.0261 1.0472 0.0183 998.0 0.0009737 60.0
1232 1.3402409 0.0261 1.0472 0.0167 998.0 0.0009737 60.0
1233 1.1692344 0.0261 1.0472 0.015 998.0 0.0009737 60.0
1234 1.005292 0.0261 1.0472 0.0133 998.0 0.0009737 60.0
1235 0.84833125 0.0261 1.0472 0.0117 998.0 0.0009737 60.0
1236 0.69841342 0.0261 1.0472 0.01 998.0 0.0009737 60.0
1237 0.55618065 0.0261 1.0472 0.0083 998.0 0.0009737 60.0
1238 0.42261654 0.0261 1.0472 0.0067 998.0 0.0009737 60.0
1239 0.29857414 0.0261 1.0472 0.005 998.0 0.0009737 60.0
1240 1.8524273 0.0261 1.3963 0.02 998.0 0.0009737 80.0
1241 1.6486752 0.0261 1.3963 0.0183 998.0 0.0009737 80.0
1242 1.4530416 0.0261 1.3963 0.0167 998.0 0.0009737 80.0
1243 1.2655016 0.0261 1.3963 0.015 998.0 0.0009737 80.0
1244 1.0862319 0.0261 1.3963 0.0133 998.0 0.0009737 80.0
1245 0.91519664 0.0261 1.3963 0.0117 998.0 0.0009737 80.0
1246 0.75215043 0.0261 1.3963 0.01 998.0 0.0009737 80.0
1247 0.5975386 0.0261 1.3963 0.0083 998.0 0.0009737 80.0
1248 0.45243492 0.0261 1.3963 0.0067 998.0 0.0009737 80.0
1249 0.31817028 0.0261 1.3963 0.005 998.0 0.0009737 80.0
1250 1.8722221 0.0261 1.7453 0.02 998.0 0.0009737 100.0
1251 1.6732169 0.0261 1.7453 0.0183 998.0 0.0009737 100.0
1252 1.4809046 0.0261 1.7453 0.0167 998.0 0.0009737 100.0
1253 1.2953158 0.0261 1.7453 0.015 998.0 0.0009737 100.0
1254 1.1162618 0.0261 1.7453 0.0133 998.0 0.0009737 100.0
1255 0.94373124 0.0261 1.7453 0.0117 998.0 0.0009737 100.0
1256 0.77810839 0.0261 1.7453 0.01 998.0 0.0009737 100.0
1257 0.62025844 0.0261 1.7453 0.0083 998.0 0.0009737 100.0
1258 0.47115117 0.0261 1.7453 0.0067 998.0 0.0009737 100.0
1259 0.33204653 0.0261 1.7453 0.005 998.0 0.0009737 100.0
1260 1.8940419 0.0261 2.0944 0.02 998.0 0.0009737 120.0
1261 1.6940624 0.0261 2.0944 0.0183 998.0 0.0009737 120.0
1262 1.5005086 0.0261 2.0944 0.0167 998.0 0.0009737 120.0
1263 1.3136681 0.0261 2.0944 0.015 998.0 0.0009737 120.0
1264 1.1337267 0.0261 2.0944 0.0133 998.0 0.0009737 120.0
1265 0.960706 0.0261 2.0944 0.0117 998.0 0.0009737 120.0
1266 0.79463934 0.0261 2.0944 0.01 998.0 0.0009737 120.0
1267 0.6358781 0.0261 2.0944 0.0083 998.0 0.0009737 120.0
1268 0.48491198 0.0261 2.0944 0.0067 998.0 0.0009737 120.0
1269 0.34299355 0.0261 2.0944 0.005 998.0 0.0009737 120.0
1270 1.970639 0.0261 2.4435 0.02 998.0 0.0009737 140.0
1271 1.7576845 0.0261 2.4435 0.0183 998.0 0.0009737 140.0
1272 1.5526026 0.0261 2.4435 0.0167 998.0 0.0009737 140.0
1273 1.3555955 0.0261 2.4435 0.015 998.0 0.0009737 140.0
1274 1.1672361 0.0261 2.4435 0.0133 998.0 0.0009737 140.0
1275 0.98764655 0.0261 2.4435 0.0117 998.0 0.0009737 140.0
1276 0.81635922 0.0261 2.4435 0.01 998.0 0.0009737 140.0
1277 0.65329625 0.0261 2.4435 0.0083 998.0 0.0009737 140.0
1278 0.49868525 0.0261 2.4435 0.0067 998.0 0.0009737 140.0
1279 0.35342311 0.0261 2.4435 0.005 998.0 0.0009737 140.0
1280 2.0639515 0.0261 2.7925 0.02 998.0 0.0009737 160.0
1281 1.8389011 0.0261 2.7925 0.0183 998.0 0.0009737 160.0
1282 1.6222078 0.0261 2.7925 0.0167 998.0 0.0009737 160.0
1283 1.4142016 0.0261 2.7925 0.015 998.0 0.0009737 160.0
1284 1.2151164 0.0261 2.7925 0.0133 998.0 0.0009737 160.0
1285 1.025412 0.0261 2.7925 0.0117 998.0 0.0009737 160.0
1286 0.84521871 0.0261 2.7925 0.01 998.0 0.0009737 160.0
1287 0.67463575 0.0261 2.7925 0.0083 998.0 0.0009737 160.0
1288 0.51425584 0.0261 2.7925 0.0067 998.0 0.0009737 160.0
1289 0.36452195 0.0261 2.7925 0.005 998.0 0.0009737 160.0
1290 2.1691781 0.0261 3.1416 0.02 998.0 0.0009737 180.0
1291 1.9321133 0.0261 3.1416 0.0183 998.0 0.0009737 180.0
1292 1.7034827 0.0261 3.1416 0.0167 998.0 0.0009737 180.0
1293 1.4833213 0.0261 3.1416 0.015 998.0 0.0009737 180.0
1294 1.2722671 0.0261 3.1416 0.0133 998.0 0.0009737 180.0
1295 1.0708245 0.0261 3.1416 0.0117 998.0 0.0009737 180.0
1296 0.87968984 0.0261 3.1416 0.01 998.0 0.0009737 180.0
1297 0.69969841 0.0261 3.1416 0.0083 998.0 0.0009737 180.0
1298 0.53187922 0.0261 3.1416 0.0067 998.0 0.0009737 180.0
1299 0.37650026 0.0261 3.1416 0.005 998.0 0.0009737 180.0
1301 0.42991933 0.0367 0.0175 0.0183 998.0 0.0009737 1.0
1302 0.39048017 0.0367 0.0175 0.0167 998.0 0.0009737 1.0
1303 0.35110246 0.0367 0.0175 0.015 998.0 0.0009737 1.0
1304 0.31178849 0.0367 0.0175 0.0133 998.0 0.0009737 1.0
1305 0.27254068 0.0367 0.0175 0.0117 998.0 0.0009737 1.0
1306 0.23336131 0.0367 0.0175 0.01 998.0 0.0009737 1.0
1307 0.19425415 0.0367 0.0175 0.0083 998.0 0.0009737 1.0
1308 0.15522325 0.0367 0.0175 0.0067 998.0 0.0009737 1.0
1309 0.11627406 0.0367 0.0175 0.005 998.0 0.0009737 1.0
1310 0.58258313 0.0367 0.3491 0.02 998.0 0.0009737 20.0
1311 0.52991713 0.0367 0.3491 0.0183 998.0 0.0009737 20.0
1312 0.47797605 0.0367 0.3491 0.0167 998.0 0.0009737 20.0
1313 0.4265083 0.0367 0.3491 0.015 998.0 0.0009737 20.0
1314 0.37528078 0.0367 0.3491 0.0133 998.0 0.0009737 20.0
1315 0.32425539 0.0367 0.3491 0.0117 998.0 0.0009737 20.0
1316 0.27371958 0.0367 0.3491 0.01 998.0 0.0009737 20.0
1317 0.22397927 0.0367 0.3491 0.0083 998.0 0.0009737 20.0
1318 0.17527241 0.0367 0.3491 0.0067 998.0 0.0009737 20.0
1319 0.12804093 0.0367 0.3491 0.005 998.0 0.0009737 20.0
1320 0.78386932 0.0367 0.6981 0.02 998.0 0.0009737 40.0
1321 0.70042806 0.0367 0.6981 0.0183 998.0 0.0009737 40.0
1322 0.62066651 0.0367 0.6981 0.0167 998.0 0.0009737 40.0
1323 0.54418674 0.0367 0.6981 0.015 998.0 0.0009737 40.0
1324 0.47074855 0.0367 0.6981 0.0133 998.0 0.0009737 40.0
1325 0.40002633 0.0367 0.6981 0.0117 998.0 0.0009737 40.0
1326 0.33190368 0.0367 0.6981 0.01 998.0 0.0009737 40.0
1327 0.2666298 0.0367 0.6981 0.0083 998.0 0.0009737 40.0
